#solver	iter	latency-throughput
		8. : 0.902401706078
		9. : 0.930877192982
		10. : 1.
raeke	6	
		3. : 0.246187399468
		4. : 0.390448566708
		5. : 0.625371526532
		6. : 0.781110359291
		7. : 0.871524513096
		8. : 0.902401706078
		9. : 0.930877192982
		10. : 1.
raeke	7	
		3. : 0.246187399468
		4. : 0.390448566708
		5. : 0.625371526532
		6. : 0.781110359291
		7. : 0.871524513096
		8. : 0.902401706078
		9. : 0.930877192982
		10. : 1.
raeke	8	
		3. : 0.246187399468
		4. : 0.390448566708
		5. : 0.625371526532
		6. : 0.781110359291
		7. : 0.871524513096
		8. : 0.902401706078
		9. : 0.930877192982
		10. : 1.
raeke	9	
		3. : 0.246187399468
		4. : 0.390448566708
		5. : 0.625371526532
		6. : 0.781110359291
		7. : 0.871524513096
		8. : 0.902401706078
		9. : 0.930877192982
		10. : 1.
semimcfecmp	0	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfecmp	1	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfecmp	2	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfecmp	3	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfecmp	4	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfecmp	5	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfecmp	6	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfecmp	7	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfecmp	8	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfecmp	9	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
semimcfksp	0	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfksp	1	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfksp	2	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfksp	3	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfksp	4	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfksp	5	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfksp	6	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfksp	7	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfksp	8	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfksp	9	
		3. : 0.1
		4. : 0.15
		5. : 0.55
		6. : 0.8
		7. : 0.9
		8. : 1.
semimcfmcf	0	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfmcf	1	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfmcf	2	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfmcf	3	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfmcf	4	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfmcf	5	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfmcf	6	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfmcf	7	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfmcf	8	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfmcf	9	
		3. : 0.216666666667
		4. : 0.316666666667
		5. : 0.466666666667
		6. : 0.55
		7. : 0.666666666667
		8. : 0.783333333333
		9. : 0.9
		10. : 1.
semimcfraeke	0	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfraeke	1	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfraeke	2	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfraeke	3	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfraeke	4	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfraeke	5	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfraeke	6	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfraeke	7	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfraeke	8	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfraeke	9	
		3. : 0.324275362319
		4. : 0.372101449275
		5. : 0.425
		6. : 0.472475179733
		7. : 0.534431701472
		8. : 0.689130434783
		9. : 0.80406245992
		10. : 0.904212961593
		11. : 0.950150501672
		12. : 1.
		15. : 1.
semimcfvlb	0	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
semimcfvlb	1	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
semimcfvlb	2	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
semimcfvlb	3	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
semimcfvlb	4	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
semimcfvlb	5	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
semimcfvlb	6	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
semimcfvlb	7	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
semimcfvlb	8	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
semimcfvlb	9	
		3. : 0.372222222222
		4. : 0.408333333333
		5. : 0.411111111111
		6. : 0.502941176471
		7. : 0.627941176471
		8. : 0.820588235294
		9. : 0.920588235294
		10. : 1.
spf	0	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
spf	1	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
spf	2	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
spf	3	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
spf	4	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
spf	5	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
spf	6	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
spf	7	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
spf	8	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
spf	9	
		3. : 0.294444444444
		4. : 0.461111111111
		5. : 0.572222222222
		6. : 0.627777777778
vlb	0	
		3. : 0.251865011232
		4. : 0.407074556589
		5. : 0.637536644343
		6. : 0.785867104732
		7. : 0.848487817353
		8. : 0.862703503628
		9. : 0.877538668463
		10. : 0.904053819978
vlb	1	
		3. : 0.256019570707
		4. : 0.40766729798
		5. : 0.597237103175
		6. : 0.730713383838
		7. : 0.791570027195
		8. : 0.83233481796
		9. : 0.850633186258
		10. : 0.855178640804
vlb	2	
		3. : 0.261340893406
		4. : 0.41571930485
		5. : 0.601963736746
		6. : 0.733911917863
		7. : 0.819816013767
		8. : 0.873755407707
		9. : 0.87592932075
vlb	3	
		3. : 0.253058713172
		4. : 0.416666117717
		5. : 0.601573082098
		6. : 0.703379333636
		7. : 0.759939277316
		8. : 0.79795896596
		9. : 0.810436072187
		10. : 0.828334513615
		11. : 0.830966092563
vlb	4	
		3. : 0.250598394661
		4. : 0.395147005772
		5. : 0.57913510101
		6. : 0.713608140226
		7. : 0.791248832866
		8. : 0.817637721755
		9. : 0.832221055089
		10. : 0.851665499533
vlb	5	
		3. : 0.251597168402
		4. : 0.401560032335
		5. : 0.589185456901
		6. : 0.726160600494
		7. : 0.789954098663
		8. : 0.799045007753
		9. : 0.8028911616
		10. : 0.821072979781
vlb	6	
		3. : 0.2491109175
		4. : 0.40242789464
		5. : 0.595306417084
		6. : 0.716240752356
		7. : 0.787749497235
		8. : 0.828086978381
		9. : 0.83907598937
		10. : 0.847922143216
vlb	7	
		3. : 0.249818215859
		4. : 0.397476217257
		5. : 0.558269338871
		6. : 0.675701280746
		7. : 0.756210235941
		8. : 0.804510518175
		9. : 0.816198829863
		10. : 0.821754385419
vlb	8	
		3. : 0.250878602535
		4. : 0.390312404028
		5. : 0.530820525501
		6. : 0.628158083096
		7. : 0.703907840585
		8. : 0.764169278493
		9. : 0.781074040398
		10. : 0.791074040398
vlb	9	
		3. : 0.256206593563
		4. : 0.412011915692
		5. : 0.622523131529
		6. : 0.757369114794
		7. : 0.825270054434
		8. : 0.869079578244
		9. : 0.87324624491

