# solver	iter	time	stddev
ecmp	0	0.075974	0.000000
ecmp	1	0.051422	0.000000
ecmp	2	0.115206	0.000000
ecmp	3	0.136104	0.000000
ecmp	4	0.061955	0.000000
ecmp	5	0.075727	0.000000
ecmp	6	0.134005	0.000000
ecmp	7	0.105316	0.000000
ecmp	8	0.106639	0.000000
ecmp	9	0.038100	0.000000
ksp	0	0.028727	0.000000
ksp	1	0.075150	0.000000
ksp	2	0.088027	0.000000
ksp	3	0.057243	0.000000
ksp	4	0.055463	0.000000
ksp	5	0.030523	0.000000
ksp	6	0.085995	0.000000
ksp	7	0.064962	0.000000
ksp	8	0.077863	0.000000
ksp	9	0.064100	0.000000
mcf	0	0.518578	0.000000
mcf	1	0.641905	0.000000
mcf	2	0.643678	0.000000
mcf	3	0.695344	0.000000
mcf	4	0.445898	0.000000
mcf	5	0.710517	0.000000
mcf	6	0.653655	0.000000
mcf	7	0.485323	0.000000
mcf	8	0.470922	0.000000
mcf	9	0.458627	0.000000
raeke	0	0.867397	0.000000
raeke	1	0.000479	0.000000
raeke	2	0.000427	0.000000
raeke	3	0.000444	0.000000
raeke	4	0.000648	0.000000
raeke	5	0.000490	0.000000
raeke	6	0.000445	0.000000
raeke	7	0.000493	0.000000
raeke	8	0.000459	0.000000
raeke	9	0.000399	0.000000
semimcfecmp	0	0.056114	0.000000
semimcfecmp	1	0.057875	0.000000
semimcfecmp	2	0.011880	0.000000
semimcfecmp	3	0.010945	0.000000
semimcfecmp	4	0.034093	0.000000
semimcfecmp	5	0.027036	0.000000
semimcfecmp	6	0.061441	0.000000
semimcfecmp	7	0.037422	0.000000
semimcfecmp	8	0.045056	0.000000
semimcfecmp	9	0.054153	0.000000
semimcfksp	0	0.073569	0.000000
semimcfksp	1	0.050962	0.000000
semimcfksp	2	0.027697	0.000000
semimcfksp	3	0.076173	0.000000
semimcfksp	4	0.026698	0.000000
semimcfksp	5	0.037149	0.000000
semimcfksp	6	0.028865	0.000000
semimcfksp	7	0.028501	0.000000
semimcfksp	8	0.044719	0.000000
semimcfksp	9	0.069934	0.000000
semimcfmcf	0	0.070520	0.000000
semimcfmcf	1	0.054733	0.000000
semimcfmcf	2	0.041839	0.000000
semimcfmcf	3	0.010767	0.000000
semimcfmcf	4	0.051059	0.000000
semimcfmcf	5	0.010108	0.000000
semimcfmcf	6	0.045010	0.000000
semimcfmcf	7	0.036975	0.000000
semimcfmcf	8	0.047384	0.000000
semimcfmcf	9	0.059504	0.000000
semimcfraeke	0	0.021663	0.000000
semimcfraeke	1	0.023149	0.000000
semimcfraeke	2	0.018557	0.000000
semimcfraeke	3	0.023006	0.000000
semimcfraeke	4	0.017686	0.000000
semimcfraeke	5	0.016587	0.000000
semimcfraeke	6	0.026321	0.000000
semimcfraeke	7	0.019796	0.000000
semimcfraeke	8	0.019872	0.000000
semimcfraeke	9	0.017485	0.000000
semimcfvlb	0	0.023385	0.000000
semimcfvlb	1	0.052198	0.000000
semimcfvlb	2	0.022509	0.000000
semimcfvlb	3	0.030543	0.000000
semimcfvlb	4	0.066785	0.000000
semimcfvlb	5	0.037518	0.000000
semimcfvlb	6	0.043322	0.000000
semimcfvlb	7	0.021789	0.000000
semimcfvlb	8	0.061932	0.000000
semimcfvlb	9	0.023578	0.000000
spf	0	0.003125	0.000000
spf	1	0.001029	0.000000
spf	2	0.002081	0.000000
spf	3	0.012970	0.000000
spf	4	0.001026	0.000000
spf	5	0.000927	0.000000
spf	6	0.001533	0.000000
spf	7	0.025072	0.000000
spf	8	0.000956	0.000000
spf	9	0.020102	0.000000
vlb	0	0.143788	0.000000
vlb	1	0.128500	0.000000
vlb	2	0.166256	0.000000
vlb	3	0.146065	0.000000
vlb	4	0.099579	0.000000
vlb	5	0.106998	0.000000
vlb	6	0.113154	0.000000
vlb	7	0.139144	0.000000
vlb	8	0.119966	0.000000
vlb	9	0.120345	0.000000

