# solver	iter	time	stddev
akecmp	0	0.570301	0.000000
akecmp	1	0.321932	0.000000
akmcf	0	0.213290	0.000000
akmcf	1	0.285184	0.000000
akraeke	0	7.250730	0.000000
akraeke	1	5.849459	0.000000
akvlb	0	1.083463	0.000000
akvlb	1	0.985586	0.000000
ecmp	0	0.002769	0.000000
ecmp	1	0.002776	0.000000
mcf	0	1.082285	0.000000
mcf	1	0.674587	0.000000
mwmcf	0	0.041413	0.000000
mwmcf	1	0.000000	0.000000
raeke	0	6.865276	0.000000
raeke	1	0.000003	0.000000
semimcfecmp	0	0.057735	0.000000
semimcfecmp	1	0.055281	0.000000
semimcfmcf	0	0.075765	0.000000
semimcfmcf	1	0.039333	0.000000
semimcfraeke	0	2.124334	0.000000
semimcfraeke	1	3.468864	0.000000
semimcfvlb	0	0.308830	0.000000
semimcfvlb	1	0.231190	0.000000
spf	0	0.019935	0.000000
spf	1	0.004610	0.000000
vlb	0	0.020903	0.000000
vlb	1	0.022403	0.000000

