# solver	iter	max-congestion	stddev
akecmp	0	2.128737	0.000000
akecmp	1	2.128737	0.000000
akmcf	0	0.836290	0.000000
akmcf	1	0.836290	0.000000
akraeke	0	1.440224	0.000000
akraeke	1	1.440224	0.000000
akvlb	0	6.286427	0.000000
akvlb	1	6.286427	0.000000
ecmp	0	2.128737	0.000000
ecmp	1	2.128737	0.000000
mcf	0	0.836290	0.000000
mcf	1	0.836290	0.000000
mwmcf	0	2.334210	0.000000
mwmcf	1	2.334210	0.000000
raeke	0	1.426387	0.000000
raeke	1	1.426387	0.000000
semimcfecmp	0	2.128737	0.000000
semimcfecmp	1	2.128737	0.000000
semimcfmcf	0	0.836290	0.000000
semimcfmcf	1	0.836290	0.000000
semimcfraeke	0	0.836290	0.000000
semimcfraeke	1	0.836290	0.000000
semimcfvlb	0	0.896310	0.000000
semimcfvlb	1	0.896310	0.000000
spf	0	4.789659	0.000000
spf	1	4.789659	0.000000
vlb	0	6.286427	0.000000
vlb	1	6.286427	0.000000

