# solver	iter	max-congestion	stddev
ecmp	0	1.000000	0.000000
ecmp	1	1.000000	0.000000
ecmp	2	1.000000	0.000000
ecmp	3	1.000000	0.000000
ecmp	4	0.732000	0.000000
ecmp	5	0.732000	0.000000
ecmp	6	0.732000	0.000000
ecmp	7	1.000000	0.000000
ecmp	8	0.732000	0.000000
ecmp	9	0.732000	0.000000
ksp	0	1.000000	0.000000
ksp	1	1.000000	0.000000
ksp	2	1.000000	0.000000
ksp	3	1.000000	0.000000
ksp	4	1.000000	0.000000
ksp	5	1.000000	0.000000
ksp	6	1.000000	0.000000
ksp	7	1.000000	0.000000
ksp	8	1.000000	0.000000
ksp	9	1.000000	0.000000
mcf	0	0.400000	0.000000
mcf	1	0.400000	0.000000
mcf	2	0.638000	0.000000
mcf	3	0.561000	0.000000
mcf	4	0.434000	0.000000
mcf	5	0.468000	0.000000
mcf	6	0.561000	0.000000
mcf	7	0.536000	0.000000
mcf	8	0.536000	0.000000
mcf	9	0.672000	0.000000
mwmcf	0	1.000000	0.000000
mwmcf	1	1.000000	0.000000
mwmcf	2	0.732000	0.000000
mwmcf	3	1.000000	0.000000
mwmcf	4	1.000000	0.000000
mwmcf	5	0.732000	0.000000
mwmcf	6	1.000000	0.000000
mwmcf	7	1.000000	0.000000
mwmcf	8	0.732000	0.000000
mwmcf	9	0.732000	0.000000
raeke	0	0.856976	0.000000
raeke	1	0.856976	0.000000
raeke	2	0.569236	0.000000
raeke	3	0.931831	0.000000
raeke	4	0.923614	0.000000
raeke	5	0.569236	0.000000
raeke	6	0.699880	0.000000
raeke	7	0.907013	0.000000
raeke	8	0.931831	0.000000
raeke	9	0.954232	0.000000
semimcfecmp	0	1.000000	0.000000
semimcfecmp	1	1.000000	0.000000
semimcfecmp	2	0.732000	0.000000
semimcfecmp	3	0.732000	0.000000
semimcfecmp	4	0.732000	0.000000
semimcfecmp	5	0.732000	0.000000
semimcfecmp	6	1.000000	0.000000
semimcfecmp	7	0.732000	0.000000
semimcfecmp	8	1.000000	0.000000
semimcfecmp	9	1.000000	0.000000
semimcfksp	0	0.600000	0.000000
semimcfksp	1	0.600000	0.000000
semimcfksp	2	0.702000	0.000000
semimcfksp	3	0.804000	0.000000
semimcfksp	4	0.869500	0.000000
semimcfksp	5	0.871000	0.000000
semimcfksp	6	0.869500	0.000000
semimcfksp	7	0.869500	0.000000
semimcfksp	8	0.801000	0.000000
semimcfksp	9	0.868000	0.000000
semimcfmcf	0	0.400000	0.000000
semimcfmcf	1	0.400000	0.000000
semimcfmcf	2	0.638000	0.000000
semimcfmcf	3	0.536000	0.000000
semimcfmcf	4	0.434000	0.000000
semimcfmcf	5	0.672000	0.000000
semimcfmcf	6	0.638000	0.000000
semimcfmcf	7	0.434000	0.000000
semimcfmcf	8	0.536000	0.000000
semimcfmcf	9	0.468000	0.000000
semimcfraeke	0	0.429167	0.000000
semimcfraeke	1	0.429167	0.000000
semimcfraeke	2	0.598000	0.000000
semimcfraeke	3	0.760333	0.000000
semimcfraeke	4	0.619381	0.000000
semimcfraeke	5	0.563000	0.000000
semimcfraeke	6	0.793000	0.000000
semimcfraeke	7	0.553500	0.000000
semimcfraeke	8	0.434000	0.000000
semimcfraeke	9	0.600667	0.000000
semimcfvlb	0	0.400000	0.000000
semimcfvlb	1	0.400000	0.000000
semimcfvlb	2	0.604000	0.000000
semimcfvlb	3	0.591000	0.000000
semimcfvlb	4	0.604000	0.000000
semimcfvlb	5	0.539000	0.000000
semimcfvlb	6	0.567500	0.000000
semimcfvlb	7	0.626500	0.000000
semimcfvlb	8	0.536000	0.000000
semimcfvlb	9	0.570000	0.000000
spf	0	1.000000	0.000000
spf	1	1.000000	0.000000
spf	2	0.732000	0.000000
spf	3	0.732000	0.000000
spf	4	0.732000	0.000000
spf	5	1.000000	0.000000
spf	6	0.732000	0.000000
spf	7	1.000000	0.000000
spf	8	0.732000	0.000000
spf	9	0.732000	0.000000
vlb	0	1.000000	0.000000
vlb	1	1.000000	0.000000
vlb	2	0.920815	0.000000
vlb	3	0.998152	0.000000
vlb	4	0.969400	0.000000
vlb	5	1.000000	0.000000
vlb	6	1.000000	0.000000
vlb	7	1.000000	0.000000
vlb	8	0.768966	0.000000
vlb	9	1.000000	0.000000

