# solver	iter	edge-congestion
akecmp	0	
		(s14,s27) : 0.503176944387
		(s14,s28) : 0.503176944387
		(s14,s29) : 0.503176944387
		(h15,s15) : 0.0125728547201
		(s15,h15) : 0.0125728547201
		(s15,s6) : 0.503176944387
		(s15,s8) : 0.503176944387
		(s15,s12) : 0.503176944387
		(h16,s16) : 0.0125728547201
		(s16,h16) : 0.0125728547201
		(s16,s1) : 0.503176944387
		(s16,s3) : 0.503176944387
		(s16,s11) : 0.503176944387
		(h17,s17) : 0.0125728547201
		(s17,h17) : 0.0125728547201
		(s17,s1) : 0.503176944387
		(s17,s2) : 0.503176944387
		(s17,s7) : 0.503176944387
		(h18,s18) : 0.0125728547201
		(s18,h18) : 0.0125728547201
		(s18,s6) : 0.503176944387
		(s18,s7) : 0.503176944387
		(s18,s14) : 0.503176944387
		(s18,s26) : 0.503176944387
		(h19,s19) : 0.0125728547201
		(s19,h19) : 0.0125728547201
		(s19,s0) : 0.503176944387
		(s19,s8) : 0.503176944387
		(s19,s9) : 0.503176944387
		(s19,s20) : 0.503176944387
		(s19,s22) : 0.503176944387
		(s19,s24) : 0.503176944387
		(h20,s20) : 0.0125728547201
		(s20,h20) : 0.0125728547201
		(s20,s0) : 0.503176944387
		(s20,s6) : 0.503176944387
		(s20,s19) : 0.503176944387
		(h21,s21) : 0.0125728547201
		(s21,h21) : 0.0125728547201
		(s21,s0) : 0.503176944387
		(s21,s1) : 0.503176944387
		(s21,s2) : 0.503176944387
		(s21,s22) : 0.503176944387
		(h22,s22) : 0.0125728547201
		(s22,h22) : 0.0125728547201
		(s22,s8) : 0.503176944387
		(s22,s19) : 0.503176944387
		(s22,s21) : 0.503176944387
		(h23,s23) : 0.0125728547201
		(s23,h23) : 0.0125728547201
		(s23,s1) : 0.503176944387
		(s23,s6) : 0.503176944387
		(s23,s12) : 0.503176944387
		(h24,s24) : 0.0125728547201
		(s24,h24) : 0.0125728547201
		(s24,s3) : 0.503176944387
		(s24,s8) : 0.503176944387
		(s24,s19) : 0.503176944387
		(s24,s26) : 0.503176944387
		(s24,s28) : 0.503176944387
		(h25,s25) : 0.0125728547201
		(s25,h25) : 0.0125728547201
		(s25,s2) : 0.503176944387
		(s25,s5) : 0.503176944387
		(s25,s7) : 0.503176944387
		(h26,s26) : 0.0125728547201
		(s26,h26) : 0.0125728547201
		(s26,s1) : 0.503176944387
		(s26,s18) : 0.503176944387
		(s26,s24) : 0.503176944387
		(h27,s27) : 0.0125728547201
		(s27,h27) : 0.0125728547201
		(s27,s8) : 0.503176944387
		(s27,s13) : 0.503176944387
		(s27,s14) : 0.503176944387
		(h28,s28) : 0.0125728547201
		(s28,h28) : 0.0125728547201
		(s28,s0) : 0.503176944387
		(s28,s14) : 0.503176944387
		(s28,s24) : 0.503176944387
		(h29,s29) : 0.0125728547201
		(s29,h29) : 0.0125728547201
		(s29,s0) : 0.503176944387
		(s29,s3) : 0.503176944387
		(s29,s14) : 0.503176944387
akraeke	0	
		(h0,s0) : 0.0388197398734
		(s0,h0) : 0.0388197398734
		(s0,s3) : 1.09058121258
		(s0,s4) : 1.0588518463
		(s0,s6) : 1.08022340159
		(s0,s8) : 1.09501538564
		(s0,s10) : 1.11745989195
		(s0,s11) : 1.11512981392
		(s0,s13) : 1.11641396555
		(s0,s19) : 1.09435117519
		(s0,s20) : 1.10413487401
		(s0,s21) : 1.11807422717
		(s0,s28) : 1.11294411158
		(s0,s29) : 1.12992262934
		(h1,s1) : 0.0393429559108
		(s1,h1) : 0.0393429559108
		(s1,s3) : 1.10018018212
		(s1,s4) : 1.0803605623
		(s1,s5) : 1.08706915837
		(s1,s6) : 1.08350413415
		(s1,s7) : 1.06730727162
		(s1,s8) : 1.06692702886
		(s1,s12) : 1.10407346505
		(s1,s14) : 1.09369162225
		(s1,s16) : 1.1222966083
		(s1,s17) : 1.10243190191
		(s1,s21) : 1.10742387078
		(s1,s23) : 1.10290408808
		(s1,s26) : 1.0795258774
		(h2,s2) : 0.0282730953507
		(s2,h2) : 0.0282730953507
		(s2,s3) : 1.08578538048
		(s2,s5) : 1.10408594163
		(s2,s7) : 1.09711165307
		(s2,s9) : 1.1008374383
		(s2,s12) : 1.10405371103
		(s2,s17) : 1.11610326083
		(s2,s21) : 1.10290785684
		(s2,s25) : 1.09326694321
		(h3,s3) : 0.0291172158082
		(s3,h3) : 0.0291172158082
		(s3,s0) : 1.09058121258
		(s3,s1) : 1.10018018212
		(s3,s2) : 1.08578538048
		(s3,s4) : 1.10769403985
		(s3,s10) : 1.1072302714
		(s3,s16) : 1.11208661931
		(s3,s24) : 1.10209308143
		(s3,s29) : 1.11142358994
		(h4,s4) : 0.0265236083907
		(s4,h4) : 0.0265236083907
		(s4,s0) : 1.0588518463
		(s4,s1) : 1.0803605623
		(s4,s3) : 1.10769403985
		(s4,s5) : 1.05951209856
		(s4,s6) : 1.09055107839
		(s4,s8) : 1.09842230809
		(s4,s9) : 1.0969924869
		(s4,s12) : 1.09574240588
		(h5,s5) : 0.0246186503566
		(s5,h5) : 0.0246186503566
		(s5,s1) : 1.08706915837
		(s5,s2) : 1.10408594163
		(s5,s4) : 1.05951209856
		(s5,s9) : 1.09020859074
		(s5,s25) : 1.09218275533
		(h6,s6) : 0.0317027871786
		(s6,h6) : 0.0317027871786
		(s6,s0) : 1.08022340159
		(s6,s1) : 1.08350413415
		(s6,s4) : 1.09055107839
		(s6,s7) : 1.08109504156
		(s6,s14) : 1.08613826321
		(s6,s15) : 1.10302282045
		(s6,s18) : 1.09914703483
		(s6,s20) : 1.08177333591
		(s6,s23) : 1.09569578834
		(h7,s7) : 0.0360475947961
		(s7,h7) : 0.0360475947961
		(s7,s1) : 1.06730727162
		(s7,s2) : 1.09711165307
		(s7,s6) : 1.08109504156
		(s7,s10) : 1.11803800994
		(s7,s11) : 1.11871531605
		(s7,s13) : 1.11479950321
		(s7,s14) : 1.10529625194
		(s7,s17) : 1.11228812542
		(s7,s18) : 1.10821466264
		(s7,s25) : 1.1050320981
		(h8,s8) : 0.0294125199471
		(s8,h8) : 0.0294125199471
		(s8,s0) : 1.09501538564
		(s8,s1) : 1.06692702886
		(s8,s4) : 1.09842230809
		(s8,s15) : 1.10626237973
		(s8,s19) : 1.09575115804
		(s8,s22) : 1.12921576335
		(s8,s24) : 1.11245872998
		(s8,s27) : 1.11587234041
		(h9,s9) : 0.0244696347544
		(s9,h9) : 0.0244696347544
		(s9,s2) : 1.1008374383
		(s9,s4) : 1.0969924869
		(s9,s5) : 1.09020859074
		(s9,s11) : 1.12371546467
		(s9,s13) : 1.1118947088
		(s9,s19) : 1.11209649522
		(h10,s10) : 0.0205766241601
		(s10,h10) : 0.0205766241601
		(s10,s0) : 1.11745989195
		(s10,s3) : 1.1072302714
		(s10,s7) : 1.11803800994
		(h11,s11) : 0.0230265024707
		(s11,h11) : 0.0230265024707
		(s11,s0) : 1.11512981392
		(s11,s7) : 1.11871531605
		(s11,s9) : 1.12371546467
		(s11,s16) : 1.11520297942
		(h12,s12) : 0.0256418450774
		(s12,h12) : 0.0256418450774
		(s12,s1) : 1.10407346505
		(s12,s2) : 1.10405371103
		(s12,s4) : 1.09574240588
		(s12,s15) : 1.11943763002
		(s12,s23) : 1.11231356584
		(h13,s13) : 0.0231290297205
		(s13,h13) : 0.0231290297205
		(s13,s0) : 1.11641396555
		(s13,s7) : 1.11479950321
		(s13,s9) : 1.1118947088
		(s13,s27) : 1.12162759858
		(h14,s14) : 0.0309027133383
		(s14,h14) : 0.0309027133383
		(s14,s1) : 1.09369162225
		(s14,s6) : 1.08613826321
		(s14,s7) : 1.10529625194
		(s14,s18) : 1.11016696169
		(s14,s27) : 1.12320292994
		(s14,s28) : 1.09439088832
		(s14,s29) : 1.1203261236
		(h15,s15) : 0.0199219947686
		(s15,h15) : 0.0199219947686
		(s15,s6) : 1.10302282045
		(s15,s8) : 1.10626237973
		(s15,s12) : 1.11943763002
		(h16,s16) : 0.0188375843977
		(s16,h16) : 0.0188375843977
		(s16,s1) : 1.1222966083
		(s16,s3) : 1.11208661931
		(s16,s11) : 1.11520297942
		(h17,s17) : 0.0218143980051
		(s17,h17) : 0.0218143980051
		(s17,s1) : 1.10243190191
		(s17,s2) : 1.11610326083
		(s17,s7) : 1.11228812542
		(h18,s18) : 0.0231716782667
		(s18,h18) : 0.0231716782667
		(s18,s6) : 1.09914703483
		(s18,s7) : 1.10821466264
		(s18,s14) : 1.11016696169
		(s18,s26) : 1.13760363477
		(h19,s19) : 0.0285962300909
		(s19,h19) : 0.0285962300909
		(s19,s0) : 1.09435117519
		(s19,s8) : 1.09575115804
		(s19,s9) : 1.11209649522
		(s19,s20) : 1.09023110493
		(s19,s22) : 1.12723343854
		(s19,s24) : 1.10963800939
		(h20,s20) : 0.0201893590086
		(s20,h20) : 0.0201893590086
		(s20,s0) : 1.10413487401
		(s20,s6) : 1.08177333591
		(s20,s19) : 1.09023110493
		(h21,s21) : 0.0241320787848
		(s21,h21) : 0.0241320787848
		(s21,s0) : 1.11807422717
		(s21,s1) : 1.10742387078
		(s21,s2) : 1.10290785684
		(s21,s22) : 1.12590258496
		(h22,s22) : 0.0189824796329
		(s22,h22) : 0.0189824796329
		(s22,s8) : 1.12921576335
		(s22,s19) : 1.12723343854
		(s22,s21) : 1.12590258496
		(h23,s23) : 0.0204432174623
		(s23,h23) : 0.0204432174623
		(s23,s1) : 1.10290408808
		(s23,s6) : 1.09569578834
		(s23,s12) : 1.11231356584
		(h24,s24) : 0.0256313286168
		(s24,h24) : 0.0256313286168
		(s24,s3) : 1.10209308143
		(s24,s8) : 1.11245872998
		(s24,s19) : 1.10963800939
		(s24,s26) : 1.11209855326
		(s24,s28) : 1.1146962479
		(h25,s25) : 0.0205558615203
		(s25,h25) : 0.0205558615203
		(s25,s2) : 1.09326694321
		(s25,s5) : 1.09218275533
		(s25,s7) : 1.1050320981
		(h26,s26) : 0.0196081154583
		(s26,h26) : 0.0196081154583
		(s26,s1) : 1.0795258774
		(s26,s18) : 1.13760363477
		(s26,s24) : 1.11209855326
		(h27,s27) : 0.0207000792434
		(s27,h27) : 0.0207000792434
		(s27,s8) : 1.11587234041
		(s27,s13) : 1.12162759858
		(s27,s14) : 1.12320292994
		(h28,s28) : 0.0189829371924
		(s28,h28) : 0.0189829371924
		(s28,s0) : 1.11294411158
		(s28,s14) : 1.09439088832
		(s28,s24) : 1.1146962479
		(h29,s29) : 0.0190708350592
		(s29,h29) : 0.0190708350592
		(s29,s0) : 1.12992262934
		(s29,s3) : 1.11142358994
		(s29,s14) : 1.1203261236
akraeke	1	
		(h0,s0) : 0.0388197398734
		(s0,h0) : 0.0388197398734
		(s0,s3) : 1.09058121258
		(s0,s4) : 1.0588518463
		(s0,s6) : 1.08022340159
		(s0,s8) : 1.09501538564
		(s0,s10) : 1.11745989195
		(s0,s11) : 1.11512981392
		(s0,s13) : 1.11641396555
		(s0,s19) : 1.09435117519
		(s0,s20) : 1.10413487401
		(s0,s21) : 1.11807422717
		(s0,s28) : 1.11294411158
		(s0,s29) : 1.12992262934
		(h1,s1) : 0.0393429559108
		(s1,h1) : 0.0393429559108
		(s1,s3) : 1.10018018212
		(s1,s4) : 1.0803605623
		(s1,s5) : 1.08706915837
		(s1,s6) : 1.08350413415
		(s1,s7) : 1.06730727162
		(s1,s8) : 1.06692702886
		(s1,s12) : 1.10407346505
		(s1,s14) : 1.09369162225
		(s1,s16) : 1.1222966083
		(s1,s17) : 1.10243190191
		(s1,s21) : 1.10742387078
		(s1,s23) : 1.10290408808
		(s1,s26) : 1.0795258774
		(h2,s2) : 0.0282730953507
		(s2,h2) : 0.0282730953507
		(s2,s3) : 1.08578538048
		(s2,s5) : 1.10408594163
		(s2,s7) : 1.09711165307
		(s2,s9) : 1.1008374383
		(s2,s12) : 1.10405371103
		(s2,s17) : 1.11610326083
		(s2,s21) : 1.10290785684
		(s2,s25) : 1.09326694321
		(h3,s3) : 0.0291172158082
		(s3,h3) : 0.0291172158082
		(s3,s0) : 1.09058121258
		(s3,s1) : 1.10018018212
		(s3,s2) : 1.08578538048
		(s3,s4) : 1.10769403985
		(s3,s10) : 1.1072302714
		(s3,s16) : 1.11208661931
		(s3,s24) : 1.10209308143
		(s3,s29) : 1.11142358994
		(h4,s4) : 0.0265236083907
		(s4,h4) : 0.0265236083907
		(s4,s0) : 1.0588518463
		(s4,s1) : 1.0803605623
		(s4,s3) : 1.10769403985
		(s4,s5) : 1.05951209856
		(s4,s6) : 1.09055107839
		(s4,s8) : 1.09842230809
		(s4,s9) : 1.0969924869
		(s4,s12) : 1.09574240588
		(h5,s5) : 0.0246186503566
		(s5,h5) : 0.0246186503566
		(s5,s1) : 1.08706915837
		(s5,s2) : 1.10408594163
		(s5,s4) : 1.05951209856
		(s5,s9) : 1.09020859074
		(s5,s25) : 1.09218275533
		(h6,s6) : 0.0317027871786
		(s6,h6) : 0.0317027871786
		(s6,s0) : 1.08022340159
		(s6,s1) : 1.08350413415
		(s6,s4) : 1.09055107839
		(s6,s7) : 1.08109504156
		(s6,s14) : 1.08613826321
		(s6,s15) : 1.10302282045
		(s6,s18) : 1.09914703483
		(s6,s20) : 1.08177333591
		(s6,s23) : 1.09569578834
		(h7,s7) : 0.0360475947961
		(s7,h7) : 0.0360475947961
		(s7,s1) : 1.06730727162
		(s7,s2) : 1.09711165307
		(s7,s6) : 1.08109504156
		(s7,s10) : 1.11803800994
		(s7,s11) : 1.11871531605
		(s7,s13) : 1.11479950321
		(s7,s14) : 1.10529625194
		(s7,s17) : 1.11228812542
		(s7,s18) : 1.10821466264
		(s7,s25) : 1.1050320981
		(h8,s8) : 0.0294125199471
		(s8,h8) : 0.0294125199471
		(s8,s0) : 1.09501538564
		(s8,s1) : 1.06692702886
		(s8,s4) : 1.09842230809
		(s8,s15) : 1.10626237973
		(s8,s19) : 1.09575115804
		(s8,s22) : 1.12921576335
		(s8,s24) : 1.11245872998
		(s8,s27) : 1.11587234041
		(h9,s9) : 0.0244696347544
		(s9,h9) : 0.0244696347544
		(s9,s2) : 1.1008374383
		(s9,s4) : 1.0969924869
		(s9,s5) : 1.09020859074
		(s9,s11) : 1.12371546467
		(s9,s13) : 1.1118947088
		(s9,s19) : 1.11209649522
		(h10,s10) : 0.0205766241601
		(s10,h10) : 0.0205766241601
		(s10,s0) : 1.11745989195
		(s10,s3) : 1.1072302714
		(s10,s7) : 1.11803800994
		(h11,s11) : 0.0230265024707
		(s11,h11) : 0.0230265024707
		(s11,s0) : 1.11512981392
		(s11,s7) : 1.11871531605
		(s11,s9) : 1.12371546467
		(s11,s16) : 1.11520297942
		(h12,s12) : 0.0256418450774
		(s12,h12) : 0.0256418450774
		(s12,s1) : 1.10407346505
		(s12,s2) : 1.10405371103
		(s12,s4) : 1.09574240588
		(s12,s15) : 1.11943763002
		(s12,s23) : 1.11231356584
		(h13,s13) : 0.0231290297205
		(s13,h13) : 0.0231290297205
		(s13,s0) : 1.11641396555
		(s13,s7) : 1.11479950321
		(s13,s9) : 1.1118947088
		(s13,s27) : 1.12162759858
		(h14,s14) : 0.0309027133383
		(s14,h14) : 0.0309027133383
		(s14,s1) : 1.09369162225
		(s14,s6) : 1.08613826321
		(s14,s7) : 1.10529625194
		(s14,s18) : 1.11016696169
		(s14,s27) : 1.12320292994
		(s14,s28) : 1.09439088832
		(s14,s29) : 1.1203261236
		(h15,s15) : 0.0199219947686
		(s15,h15) : 0.0199219947686
		(s15,s6) : 1.10302282045
		(s15,s8) : 1.10626237973
		(s15,s12) : 1.11943763002
		(h16,s16) : 0.0188375843977
		(s16,h16) : 0.0188375843977
		(s16,s1) : 1.1222966083
		(s16,s3) : 1.11208661931
		(s16,s11) : 1.11520297942
		(h17,s17) : 0.0218143980051
		(s17,h17) : 0.0218143980051
		(s17,s1) : 1.10243190191
		(s17,s2) : 1.11610326083
		(s17,s7) : 1.11228812542
		(h18,s18) : 0.0231716782667
		(s18,h18) : 0.0231716782667
		(s18,s6) : 1.09914703483
		(s18,s7) : 1.10821466264
		(s18,s14) : 1.11016696169
		(s18,s26) : 1.13760363477
		(h19,s19) : 0.0285962300909
		(s19,h19) : 0.0285962300909
		(s19,s0) : 1.09435117519
		(s19,s8) : 1.09575115804
		(s19,s9) : 1.11209649522
		(s19,s20) : 1.09023110493
		(s19,s22) : 1.12723343854
		(s19,s24) : 1.10963800939
		(h20,s20) : 0.0201893590086
		(s20,h20) : 0.0201893590086
		(s20,s0) : 1.10413487401
		(s20,s6) : 1.08177333591
		(s20,s19) : 1.09023110493
		(h21,s21) : 0.0241320787848
		(s21,h21) : 0.0241320787848
		(s21,s0) : 1.11807422717
		(s21,s1) : 1.10742387078
		(s21,s2) : 1.10290785684
		(s21,s22) : 1.12590258496
		(h22,s22) : 0.0189824796329
		(s22,h22) : 0.0189824796329
		(s22,s8) : 1.12921576335
		(s22,s19) : 1.12723343854
		(s22,s21) : 1.12590258496
		(h23,s23) : 0.0204432174623
		(s23,h23) : 0.0204432174623
		(s23,s1) : 1.10290408808
		(s23,s6) : 1.09569578834
		(s23,s12) : 1.11231356584
		(h24,s24) : 0.0256313286168
		(s24,h24) : 0.0256313286168
		(s24,s3) : 1.10209308143
		(s24,s8) : 1.11245872998
		(s24,s19) : 1.10963800939
		(s24,s26) : 1.11209855326
		(s24,s28) : 1.1146962479
		(h25,s25) : 0.0205558615203
		(s25,h25) : 0.0205558615203
		(s25,s2) : 1.09326694321
		(s25,s5) : 1.09218275533
		(s25,s7) : 1.1050320981
		(h26,s26) : 0.0196081154583
		(s26,h26) : 0.0196081154583
		(s26,s1) : 1.0795258774
		(s26,s18) : 1.13760363477
		(s26,s24) : 1.11209855326
		(h27,s27) : 0.0207000792434
		(s27,h27) : 0.0207000792434
		(s27,s8) : 1.11587234041
		(s27,s13) : 1.12162759858
		(s27,s14) : 1.12320292994
		(h28,s28) : 0.0189829371924
		(s28,h28) : 0.0189829371924
		(s28,s0) : 1.11294411158
		(s28,s14) : 1.09439088832
		(s28,s24) : 1.1146962479
		(h29,s29) : 0.0190708350592
		(s29,h29) : 0.0190708350592
		(s29,s0) : 1.12992262934
		(s29,s3) : 1.11142358994
		(s29,s14) : 1.1203261236
akvlb	0	
		(h0,s0) : 0.0125728547201
		(s0,h0) : 0.0125728547201
		(s0,s3) : 0.963918861871
		(s0,s4) : 1.04773789334
		(s0,s6) : 1.38301401921
		(s0,s8) : 0.963918861871
		(s0,s10) : 1.17346644054
		(s0,s11) : 1.29919498774
		(s0,s13) : 1.0058283776
		(s0,s19) : 1.34110450347
		(s0,s20) : 0.963918861871
		(s0,s21) : 1.0058283776
		(s0,s28) : 1.29919498774
		(s0,s29) : 0.880099830404
		(h1,s1) : 0.0125728547201
		(s1,h1) : 0.0125728547201
		(s1,s3) : 0.880099830404
		(s1,s4) : 0.586733220269
		(s1,s5) : 1.34110450347
		(s1,s6) : 0.963918861871
		(s1,s7) : 1.08964740907
		(s1,s8) : 2.13738530241
		(s1,s12) : 1.0058283776
		(s1,s14) : 1.42492353494
		(s1,s16) : 1.38301401921
		(s1,s17) : 1.08964740907
		(s1,s21) : 1.0058283776
		(s1,s23) : 1.29919498774
		(s1,s26) : 1.71829014507
		(h2,s2) : 0.0125728547201
		(s2,h2) : 0.0125728547201
		(s2,s3) : 0.922009346137
		(s2,s5) : 0.544823704536
		(s2,s7) : 1.25728547201
		(s2,s9) : 0.880099830404
		(s2,s12) : 0.922009346137
		(s2,s17) : 0.628642736003
		(s2,s21) : 1.21537595627
		(s2,s25) : 0.796280798937
		(h3,s3) : 0.0125728547201
		(s3,h3) : 0.0125728547201
		(s3,s0) : 0.963918861871
		(s3,s1) : 0.963918861871
		(s3,s2) : 1.21537595627
		(s3,s4) : 0.586733220269
		(s3,s10) : 0.502914188802
		(s3,s16) : 0.71246176747
		(s3,s24) : 0.963918861871
		(s3,s29) : 0.880099830404
		(h4,s4) : 0.0125728547201
		(s4,h4) : 0.0125728547201
		(s4,s0) : 0.963918861871
		(s4,s1) : 0.461004673069
		(s4,s3) : 0.502914188802
		(s4,s5) : 0.628642736003
		(s4,s6) : 0.796280798937
		(s4,s8) : 0.586733220269
		(s4,s9) : 0.754371283203
		(s4,s12) : 0.963918861871
		(h5,s5) : 0.0125728547201
		(s5,h5) : 0.0125728547201
		(s5,s1) : 1.29919498774
		(s5,s2) : 0.628642736003
		(s5,s4) : 0.586733220269
		(s5,s9) : 0.628642736003
		(s5,s25) : 0.544823704536
		(h6,s6) : 0.0125728547201
		(s6,h6) : 0.0125728547201
		(s6,s0) : 1.25728547201
		(s6,s1) : 0.670552251736
		(s6,s4) : 0.586733220269
		(s6,s7) : 1.0058283776
		(s6,s14) : 0.71246176747
		(s6,s15) : 1.13155692481
		(s6,s18) : 0.963918861871
		(s6,s20) : 1.04773789334
		(s6,s23) : 0.963918861871
		(h7,s7) : 0.0125728547201
		(s7,h7) : 0.0125728547201
		(s7,s1) : 1.42492353494
		(s7,s2) : 1.08964740907
		(s7,s6) : 1.04773789334
		(s7,s10) : 0.963918861871
		(s7,s11) : 1.21537595627
		(s7,s13) : 1.21537595627
		(s7,s14) : 1.29919498774
		(s7,s17) : 0.754371283203
		(s7,s18) : 0.796280798937
		(s7,s25) : 1.13155692481
		(h8,s8) : 0.0125728547201
		(s8,h8) : 0.0125728547201
		(s8,s0) : 1.04773789334
		(s8,s1) : 1.80210917654
		(s8,s4) : 0.83819031467
		(s8,s15) : 0.880099830404
		(s8,s19) : 0.544823704536
		(s8,s22) : 1.29919498774
		(s8,s24) : 1.04773789334
		(s8,s27) : 1.25728547201
		(h9,s9) : 0.0125728547201
		(s9,h9) : 0.0125728547201
		(s9,s2) : 0.83819031467
		(s9,s4) : 0.796280798937
		(s9,s5) : 0.71246176747
		(s9,s11) : 0.461004673069
		(s9,s13) : 0.670552251736
		(s9,s19) : 1.08964740907
		(h10,s10) : 0.0125728547201
		(s10,h10) : 0.0125728547201
		(s10,s0) : 1.04773789334
		(s10,s3) : 0.628642736003
		(s10,s7) : 0.963918861871
		(h11,s11) : 0.0125728547201
		(s11,h11) : 0.0125728547201
		(s11,s0) : 1.21537595627
		(s11,s7) : 1.08964740907
		(s11,s9) : 0.502914188802
		(s11,s16) : 0.628642736003
		(h12,s12) : 0.0125728547201
		(s12,h12) : 0.0125728547201
		(s12,s1) : 1.0058283776
		(s12,s2) : 1.25728547201
		(s12,s4) : 0.628642736003
		(s12,s15) : 0.83819031467
		(s12,s23) : 0.335276125868
		(h13,s13) : 0.0125728547201
		(s13,h13) : 0.0125728547201
		(s13,s0) : 1.25728547201
		(s13,s7) : 1.04773789334
		(s13,s9) : 0.796280798937
		(s13,s27) : 0.544823704536
		(h14,s14) : 0.0125728547201
		(s14,h14) : 0.0125728547201
		(s14,s1) : 1.42492353494
		(s14,s6) : 0.586733220269
		(s14,s7) : 1.08964740907
		(s14,s18) : 0.586733220269
		(s14,s27) : 1.04773789334
		(s14,s28) : 1.04773789334
		(s14,s29) : 0.796280798937
		(h15,s15) : 0.0125728547201
		(s15,h15) : 0.0125728547201
		(s15,s6) : 0.83819031467
		(s15,s8) : 1.21537595627
		(s15,s12) : 0.796280798937
		(h16,s16) : 0.0125728547201
		(s16,h16) : 0.0125728547201
		(s16,s1) : 1.46683305067
		(s16,s3) : 0.796280798937
		(s16,s11) : 0.461004673069
		(h17,s17) : 0.0125728547201
		(s17,h17) : 0.0125728547201
		(s17,s1) : 1.13155692481
		(s17,s2) : 0.586733220269
		(s17,s7) : 0.754371283203
		(h18,s18) : 0.0125728547201
		(s18,h18) : 0.0125728547201
		(s18,s6) : 0.754371283203
		(s18,s7) : 1.21537595627
		(s18,s14) : 0.461004673069
		(s18,s26) : 0.586733220269
		(h19,s19) : 0.0125728547201
		(s19,h19) : 0.0125728547201
		(s19,s0) : 1.08964740907
		(s19,s8) : 0.796280798937
		(s19,s9) : 1.0058283776
		(s19,s20) : 0.419095157335
		(s19,s22) : 0.71246176747
		(s19,s24) : 0.922009346137
		(h20,s20) : 0.0125728547201
		(s20,h20) : 0.0125728547201
		(s20,s0) : 0.83819031467
		(s20,s6) : 0.963918861871
		(s20,s19) : 0.628642736003
		(h21,s21) : 0.0125728547201
		(s21,h21) : 0.0125728547201
		(s21,s0) : 1.34110450347
		(s21,s1) : 1.29919498774
		(s21,s2) : 0.963918861871
		(s21,s22) : 0.670552251736
		(h22,s22) : 0.0125728547201
		(s22,h22) : 0.0125728547201
		(s22,s8) : 1.0058283776
		(s22,s19) : 0.628642736003
		(s22,s21) : 1.04773789334
		(h23,s23) : 0.0125728547201
		(s23,h23) : 0.0125728547201
		(s23,s1) : 1.21537595627
		(s23,s6) : 1.0058283776
		(s23,s12) : 0.377185641602
		(h24,s24) : 0.0125728547201
		(s24,h24) : 0.0125728547201
		(s24,s3) : 1.17346644054
		(s24,s8) : 0.963918861871
		(s24,s19) : 0.71246176747
		(s24,s26) : 0.796280798937
		(s24,s28) : 0.544823704536
		(h25,s25) : 0.0125728547201
		(s25,h25) : 0.0125728547201
		(s25,s2) : 0.586733220269
		(s25,s5) : 0.461004673069
		(s25,s7) : 1.42492353494
		(h26,s26) : 0.0125728547201
		(s26,h26) : 0.0125728547201
		(s26,s1) : 1.76019966081
		(s26,s18) : 0.670552251736
		(s26,s24) : 0.670552251736
		(h27,s27) : 0.0125728547201
		(s27,h27) : 0.0125728547201
		(s27,s8) : 1.04773789334
		(s27,s13) : 0.754371283203
		(s27,s14) : 1.04773789334
		(h28,s28) : 0.0125728547201
		(s28,h28) : 0.0125728547201
		(s28,s0) : 1.29919498774
		(s28,s14) : 1.0058283776
		(s28,s24) : 0.586733220269
		(h29,s29) : 0.0125728547201
		(s29,h29) : 0.0125728547201
		(s29,s0) : 1.0058283776
		(s29,s3) : 0.922009346137
		(s29,s14) : 0.628642736003
akvlb	1	
		(h0,s0) : 0.0125728547201
		(s0,h0) : 0.0125728547201
		(s0,s3) : 0.963918861871
		(s0,s4) : 1.04773789334
		(s0,s6) : 1.38301401921
		(s0,s8) : 0.963918861871
		(s0,s10) : 1.17346644054
		(s0,s11) : 1.29919498774
		(s0,s13) : 1.0058283776
		(s0,s19) : 1.34110450347
		(s0,s20) : 0.963918861871
		(s0,s21) : 1.0058283776
		(s0,s28) : 1.29919498774
		(s0,s29) : 0.880099830404
		(h1,s1) : 0.0125728547201
		(s1,h1) : 0.0125728547201
		(s1,s3) : 0.880099830404
		(s1,s4) : 0.586733220269
		(s1,s5) : 1.34110450347
		(s1,s6) : 0.963918861871
		(s1,s7) : 1.08964740907
		(s1,s8) : 2.13738530241
		(s1,s12) : 1.0058283776
		(s1,s14) : 1.42492353494
		(s1,s16) : 1.38301401921
		(s1,s17) : 1.08964740907
		(s1,s21) : 1.0058283776
		(s1,s23) : 1.29919498774
		(s1,s26) : 1.71829014507
		(h2,s2) : 0.0125728547201
		(s2,h2) : 0.0125728547201
		(s2,s3) : 0.922009346137
		(s2,s5) : 0.544823704536
		(s2,s7) : 1.25728547201
		(s2,s9) : 0.880099830404
		(s2,s12) : 0.922009346137
		(s2,s17) : 0.628642736003
		(s2,s21) : 1.21537595627
		(s2,s25) : 0.796280798937
		(h3,s3) : 0.0125728547201
		(s3,h3) : 0.0125728547201
		(s3,s0) : 0.963918861871
		(s3,s1) : 0.963918861871
		(s3,s2) : 1.21537595627
		(s3,s4) : 0.586733220269
		(s3,s10) : 0.502914188802
		(s3,s16) : 0.71246176747
		(s3,s24) : 0.963918861871
		(s3,s29) : 0.880099830404
		(h4,s4) : 0.0125728547201
		(s4,h4) : 0.0125728547201
		(s4,s0) : 0.963918861871
		(s4,s1) : 0.461004673069
		(s4,s3) : 0.502914188802
		(s4,s5) : 0.628642736003
		(s4,s6) : 0.796280798937
