# solver	iter	churn	stddev
akecmp	0	0.000000	0.000000
akecmp	1	0.000000	0.000000
akmcf	0	0.000000	0.000000
akmcf	1	0.000000	0.000000
akraeke	0	0.000000	0.000000
akraeke	1	0.000000	0.000000
akvlb	0	0.000000	0.000000
akvlb	1	0.000000	0.000000
ecmp	0	21.000000	0.000000
ecmp	1	0.000000	0.000000
ksp	0	3426.000000	0.000000
ksp	1	0.000000	0.000000
mcf	0	38.000000	0.000000
mcf	1	0.000000	0.000000
mwmcf	0	21.000000	0.000000
mwmcf	1	0.000000	0.000000
raeke	0	2646.000000	0.000000
raeke	1	0.000000	0.000000
semimcfecmp	0	1.000000	0.000000
semimcfecmp	1	0.000000	0.000000
semimcfmcf	0	0.000000	0.000000
semimcfmcf	1	0.000000	0.000000
semimcfraeke	0	0.000000	0.000000
semimcfraeke	1	0.000000	0.000000
semimcfvlb	0	125.000000	0.000000
semimcfvlb	1	0.000000	0.000000
spf	0	21.000000	0.000000
spf	1	0.000000	0.000000
vlb	0	553.000000	0.000000
vlb	1	686.000000	0.000000

