#solver	iter	latency-throughput
		3. : 0.587655466065
		4. : 0.66558640911
		5. : 0.690447399484
spf	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.58774964114
		4. : 0.664937513825
		5. : 0.688682588466
spf	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.580118673669
		4. : 0.659728605528
		5. : 0.687380382092
vlb	0	
		1. : 0.192190877301
		2. : 0.38475057921
		3. : 0.595273102608
		4. : 0.799994706817
		5. : 0.899977788994
		6. : 0.941475630879
		7. : 0.949194726658
		8. : 0.952344043634
		9. : 0.955914431947
vlb	1	
		1. : 0.183757443467
		2. : 0.365760638621
		3. : 0.567017390769
		4. : 0.774315856488
		5. : 0.890851408237
		6. : 0.931250227462
		7. : 0.936776675655
		8. : 0.936905354844
		9. : 0.940051190599
vlb	2	
		1. : 0.187081397651
		2. : 0.337604711505
		3. : 0.487992808441
		4. : 0.648612184176
		5. : 0.744018710934
		6. : 0.794206873527
		7. : 0.795336391083
		8. : 0.799157975612
		9. : 0.799986180902
vlb	3	
		1. : 0.178715622237
		2. : 0.32156496838
		3. : 0.459799679183
		4. : 0.615234383175
		5. : 0.721620627437
		6. : 0.788115058004
		7. : 0.78913065716
		9. : 0.789557857803
vlb	4	
		1. : 0.183684723394
		2. : 0.332989475656
		3. : 0.483669449274
		4. : 0.643889764368
		5. : 0.769971288554
		6. : 0.802809230243
		7. : 0.803117488757
		8. : 0.803121790778
		9. : 0.803784023874
		10. : 0.805105043495
vlb	5	
		1. : 0.193448837977
		2. : 0.35195874541
		3. : 0.518365097294
		4. : 0.684843314768
		5. : 0.773598965285
		6. : 0.808847914451
		7. : 0.810290343512
		8. : 0.810935722158
		9. : 0.811008617182
		10. : 0.811404169452
vlb	6	
		1. : 0.182930597401
		2. : 0.342270311922
		3. : 0.509061793371
		4. : 0.669545019663
		5. : 0.779840526048
		6. : 0.811226890667
		7. : 0.813214940387
		8. : 0.813229800833
		9. : 0.813258225931
vlb	7	
		1. : 0.185185860215
		2. : 0.342706843573
		3. : 0.503003739277
		4. : 0.659471214744
		5. : 0.768892121179
		6. : 0.809467015164
		7. : 0.810476643021
		8. : 0.810483438062
		9. : 0.814469840016
		10. : 0.814816710326
vlb	8	
		1. : 0.18335367463
		2. : 0.3384520024
		3. : 0.500491484774
		4. : 0.656811264109
		5. : 0.764916307092
		6. : 0.809888668543
		7. : 0.813511165566
		8. : 0.815620826224
		9. : 0.815649696697
vlb	9	
		1. : 0.186740573784
		2. : 0.336369546255
		3. : 0.491055309115
		4. : 0.652607987573
		5. : 0.771153948609
		6. : 0.812105292381
		7. : 0.813908950134
		8. : 0.814202570713
		9. : 0.814403356704
		10. : 0.815218346777

