# solver	iter	time	stddev
akecmp	0	0.526126	0.000000
akecmp	1	0.530709	0.000000
akmcf	0	0.437659	0.000000
akmcf	1	0.448928	0.000000
akraeke	0	21.821147	0.000000
akraeke	1	22.369278	0.000000
akvlb	0	1.434055	0.000000
akvlb	1	1.447142	0.000000
ecmp	0	0.003010	0.000000
ecmp	1	0.003572	0.000000
mcf	0	3.556430	0.000000
mcf	1	3.533974	0.000000
mwmcf	0	0.010534	0.000000
mwmcf	1	0.000001	0.000000
raeke	0	4.880263	0.000000
raeke	1	0.000001	0.000000
semimcfecmp	0	0.029030	0.000000
semimcfecmp	1	0.029337	0.000000
semimcfmcf	0	0.018104	0.000000
semimcfmcf	1	0.022749	0.000000
semimcfraeke	0	106.508939	0.000000
semimcfraeke	1	91.535380	0.000000
semimcfvlb	0	0.200361	0.000000
semimcfvlb	1	0.201398	0.000000
spf	0	0.001471	0.000000
spf	1	0.001467	0.000000
vlb	0	0.150363	0.000000
vlb	1	0.150958	0.000000

