# solver	iter	num_paths	stddev
akecmp	0	904.000000	0.000000
akecmp	1	904.000000	0.000000
akmcf	0	480.000000	0.000000
akmcf	1	480.000000	0.000000
akraeke	0	134536.000000	0.000000
akraeke	1	134536.000000	0.000000
akvlb	0	6983.000000	0.000000
akvlb	1	6983.000000	0.000000
ecmp	0	904.000000	0.000000
ecmp	1	904.000000	0.000000
mcf	0	360.000000	0.000000
mcf	1	360.000000	0.000000
mwmcf	0	650.000000	0.000000
mwmcf	1	650.000000	0.000000
raeke	0	135122.000000	0.000000
raeke	1	135122.000000	0.000000
semimcfecmp	0	884.000000	0.000000
semimcfecmp	1	884.000000	0.000000
semimcfmcf	0	480.000000	0.000000
semimcfmcf	1	480.000000	0.000000
semimcfraeke	0	135712.000000	0.000000
semimcfraeke	1	135712.000000	0.000000
semimcfvlb	0	6574.000000	0.000000
semimcfvlb	1	6574.000000	0.000000
spf	0	400.000000	0.000000
spf	1	400.000000	0.000000
vlb	0	6984.000000	0.000000
vlb	1	6946.000000	0.000000

