# solver	iter	time	stddev
akecmp	0	0.369573	0.000000
akecmp	1	0.350695	0.000000
akmcf	0	0.199728	0.000000
akmcf	1	0.219721	0.000000
akraeke	0	6.816897	0.000000
akraeke	1	6.429690	0.000000
akvlb	0	0.971961	0.000000
akvlb	1	1.345510	0.000000
ecmp	0	0.002107	0.000000
ecmp	1	0.003445	0.000000
mcf	0	0.975432	0.000000
mcf	1	0.530140	0.000000
mwmcf	0	0.073495	0.000000
mwmcf	1	0.000000	0.000000
raeke	0	5.398490	0.000000
raeke	1	0.000001	0.000000
semimcfecmp	0	0.011101	0.000000
semimcfecmp	1	0.010786	0.000000
semimcfmcf	0	0.015903	0.000000
semimcfmcf	1	0.014021	0.000000
semimcfraeke	0	2.167110	0.000000
semimcfraeke	1	4.158340	0.000000
semimcfvlb	0	0.089495	0.000000
semimcfvlb	1	0.067798	0.000000
spf	0	0.003524	0.000000
spf	1	0.003823	0.000000
vlb	0	0.012616	0.000000
vlb	1	0.014443	0.000000

