# solver	iter	max-congestion	stddev
akecmp	0	3.725290	0.000000
akecmp	1	3.725290	0.000000
akmcf	0	4.288210	0.000000
akmcf	1	4.288210	0.000000
akraeke	0	1.577128	0.000000
akraeke	1	1.577128	0.000000
akvlb	0	6.286427	0.000000
akvlb	1	6.286427	0.000000
ecmp	0	3.725290	0.000000
ecmp	1	3.725290	0.000000
mcf	0	1.241763	0.000000
mcf	1	1.241763	0.000000
mwmcf	0	4.033914	0.000000
mwmcf	1	4.033914	0.000000
raeke	0	1.512823	0.000000
raeke	1	1.512823	0.000000
semimcfecmp	0	3.725290	0.000000
semimcfecmp	1	3.725290	0.000000
semimcfmcf	0	2.793968	0.000000
semimcfmcf	1	2.793968	0.000000
semimcfraeke	0	1.241763	0.000000
semimcfraeke	1	1.241763	0.000000
semimcfvlb	0	1.596553	0.000000
semimcfvlb	1	1.596553	0.000000
spf	0	14.901161	0.000000
spf	1	14.901161	0.000000
vlb	0	6.286427	0.000000
vlb	1	6.286427	0.000000

