# solver	iter	edge-exp-congestion
		(s13,s14) : 0.4
		(s13,s18) : 0.4
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.4
		(s14,s13) : 0.4
		(s14,s19) : 0.4
		(s15,s10) : 0.4
		(s15,s20) : 0.4
		(s16,s11) : 0.4
		(s16,s17) : 0.4
		(s16,s21) : 0.3
		(s17,s12) : 0.4
		(s17,s16) : 0.4
		(s17,s18) : 0.4
		(s17,s22) : 0.4
		(s18,s13) : 0.4
		(s18,s17) : 0.4
		(s18,s19) : 0.1
		(s19,s14) : 0.4
		(s19,s24) : 0.4
		(s20,s15) : 0.4
		(s20,s21) : 0.4
		(s21,s16) : 0.3
		(s21,s20) : 0.4
		(s21,s22) : 0.4
		(s22,s17) : 0.4
		(s22,s21) : 0.4
		(s22,s23) : 0.4
		(s23,s18) : 0.1
		(s23,s22) : 0.4
		(s23,s24) : 0.3
		(s24,s19) : 0.3
		(s24,s23) : 0.4
semimcfmcf	8	
		(s1,s2) : 0.3
		(s1,s6) : 0.2
		(s2,s1) : 0.2
		(s2,s3) : 0.4
		(s2,s7) : 0.2
		(s3,s2) : 0.2
		(s3,s8) : 0.4
		(s5,s6) : 0.4
		(s5,s10) : 0.4
		(s6,s1) : 0.3
		(s6,s5) : 0.4
		(s6,s7) : 0.3
		(s6,s11) : 0.4
		(s7,s2) : 0.3
		(s7,s6) : 0.4
		(s7,s8) : 0.2
		(s7,s12) : 0.4
		(s8,s3) : 0.2
		(s8,s7) : 0.4
		(s8,s9) : 0.4
		(s8,s13) : 0.4
		(s9,s8) : 0.4
		(s9,s14) : 0.4
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.4
		(s11,s10) : 0.4
		(s11,s12) : 0.4
		(s11,s16) : 0.4
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.4
		(s12,s11) : 0.4
		(s12,s13) : 0.4
		(s12,s17) : 0.4
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.4
		(s13,s12) : 0.4
		(s13,s14) : 0.4
		(s13,s18) : 0.4
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.4
		(s14,s13) : 0.4
		(s14,s19) : 0.4
		(s15,s10) : 0.4
		(s15,s20) : 0.4
		(s16,s11) : 0.4
		(s16,s17) : 0.4
		(s16,s21) : 0.3
		(s17,s12) : 0.4
		(s17,s16) : 0.4
		(s17,s18) : 0.4
		(s17,s22) : 0.4
		(s18,s13) : 0.4
		(s18,s17) : 0.4
		(s18,s19) : 0.1
		(s19,s14) : 0.4
		(s19,s24) : 0.4
		(s20,s15) : 0.4
		(s20,s21) : 0.4
		(s21,s16) : 0.3
		(s21,s20) : 0.4
		(s21,s22) : 0.4
		(s22,s17) : 0.4
		(s22,s21) : 0.4
		(s22,s23) : 0.4
		(s23,s18) : 0.1
		(s23,s22) : 0.4
		(s23,s24) : 0.3
		(s24,s19) : 0.3
		(s24,s23) : 0.4
semimcfmcf	9	
		(s1,s2) : 0.3
		(s1,s6) : 0.2
		(s2,s1) : 0.2
		(s2,s3) : 0.4
		(s2,s7) : 0.2
		(s3,s2) : 0.2
		(s3,s8) : 0.4
		(s5,s6) : 0.4
		(s5,s10) : 0.4
		(s6,s1) : 0.3
		(s6,s5) : 0.4
		(s6,s7) : 0.3
		(s6,s11) : 0.4
		(s7,s2) : 0.3
		(s7,s6) : 0.4
		(s7,s8) : 0.2
		(s7,s12) : 0.4
		(s8,s3) : 0.2
		(s8,s7) : 0.4
		(s8,s9) : 0.4
		(s8,s13) : 0.4
		(s9,s8) : 0.4
		(s9,s14) : 0.4
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.4
		(s11,s10) : 0.4
		(s11,s12) : 0.4
		(s11,s16) : 0.4
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.4
		(s12,s11) : 0.4
		(s12,s13) : 0.4
		(s12,s17) : 0.4
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.4
		(s13,s12) : 0.4
		(s13,s14) : 0.4
		(s13,s18) : 0.4
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.4
		(s14,s13) : 0.4
		(s14,s19) : 0.4
		(s15,s10) : 0.4
		(s15,s20) : 0.4
		(s16,s11) : 0.4
		(s16,s17) : 0.4
		(s16,s21) : 0.3
		(s17,s12) : 0.4
		(s17,s16) : 0.4
		(s17,s18) : 0.4
		(s17,s22) : 0.4
		(s18,s13) : 0.4
		(s18,s17) : 0.4
		(s18,s19) : 0.1
		(s19,s14) : 0.4
		(s19,s24) : 0.4
		(s20,s15) : 0.4
		(s20,s21) : 0.4
		(s21,s16) : 0.3
		(s21,s20) : 0.4
		(s21,s22) : 0.4
		(s22,s17) : 0.4
		(s22,s21) : 0.4
		(s22,s23) : 0.4
		(s23,s18) : 0.1
		(s23,s22) : 0.4
		(s23,s24) : 0.3
		(s24,s19) : 0.3
		(s24,s23) : 0.4
semimcfraeke	0	
		(s0,s1) : 0.
		(s0,s5) : 0.27
		(s1,s0) : 0.27
		(s1,s2) : 0.46
		(s1,s6) : 0.15
		(s2,s1) : 0.42
		(s2,s3) : 0.43
		(s2,s7) : 0.43
		(s3,s2) : 0.4
		(s3,s4) : 0.33
		(s3,s8) : 0.16
		(s4,s3) : 0.06
		(s4,s9) : 0.33
		(s5,s0) : 0.
		(s5,s6) : 0.4
		(s5,s10) : 0.42
		(s6,s1) : 0.46
		(s6,s5) : 0.15
		(s6,s7) : 0.4
		(s6,s11) : 0.41
		(s7,s2) : 0.42
		(s7,s6) : 0.44
		(s7,s8) : 0.25
		(s7,s12) : 0.43
		(s8,s3) : 0.4
		(s8,s7) : 0.32
		(s8,s9) : 0.06
		(s8,s13) : 0.41
		(s9,s4) : 0.06
		(s9,s8) : 0.35
		(s9,s14) : 0.39
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.43
		(s11,s10) : 0.3
		(s11,s12) : 0.4
		(s11,s16) : 0.38
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.39
		(s12,s11) : 0.35
		(s12,s13) : 0.41
		(s12,s17) : 0.48
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.43
		(s13,s12) : 0.4
		(s13,s14) : 0.36
		(s13,s18) : 0.41
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.41
		(s14,s13) : 0.4
		(s14,s19) : 0.39
		(s15,s10) : 0.48
		(s15,s16) : 0.1
		(s15,s20) : 0.3
		(s16,s11) : 0.35
		(s16,s15) : 0.3
		(s16,s17) : 0.3
		(s16,s21) : 0.12
		(s17,s12) : 0.4
		(s17,s16) : 0.35
		(s17,s18) : 0.39
		(s17,s22) : 0.41
		(s18,s13) : 0.38
		(s18,s17) : 0.41
		(s18,s19) : 0.39
		(s18,s23) : 0.15
		(s19,s14) : 0.45
		(s19,s18) : 0.12
		(s19,s24) : 0.39
		(s20,s15) : 0.18
		(s20,s21) : 0.3
		(s21,s16) : 0.24
		(s21,s20) : 0.18
		(s21,s22) : 0.42
		(s22,s17) : 0.36
		(s22,s21) : 0.42
		(s22,s23) : 0.44
		(s23,s18) : 0.41
		(s23,s22) : 0.39
		(s23,s24) : 0.18
		(s24,s19) : 0.18
		(s24,s23) : 0.39
semimcfraeke	1	
		(s0,s1) : 0.
		(s0,s5) : 0.27
		(s1,s0) : 0.27
		(s1,s2) : 0.46
		(s1,s6) : 0.15
		(s2,s1) : 0.42
		(s2,s3) : 0.43
		(s2,s7) : 0.43
		(s3,s2) : 0.4
		(s3,s4) : 0.33
		(s3,s8) : 0.16
		(s4,s3) : 0.06
		(s4,s9) : 0.33
		(s5,s0) : 0.
		(s5,s6) : 0.4
		(s5,s10) : 0.42
		(s6,s1) : 0.46
		(s6,s5) : 0.15
		(s6,s7) : 0.4
		(s6,s11) : 0.41
		(s7,s2) : 0.42
		(s7,s6) : 0.44
		(s7,s8) : 0.25
		(s7,s12) : 0.43
		(s8,s3) : 0.4
		(s8,s7) : 0.32
		(s8,s9) : 0.06
		(s8,s13) : 0.41
		(s9,s4) : 0.06
		(s9,s8) : 0.35
		(s9,s14) : 0.39
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.43
		(s11,s10) : 0.3
		(s11,s12) : 0.4
		(s11,s16) : 0.38
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.39
		(s12,s11) : 0.35
		(s12,s13) : 0.41
		(s12,s17) : 0.48
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.43
		(s13,s12) : 0.4
		(s13,s14) : 0.36
		(s13,s18) : 0.41
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.41
		(s14,s13) : 0.4
		(s14,s19) : 0.39
		(s15,s10) : 0.48
		(s15,s16) : 0.1
		(s15,s20) : 0.3
		(s16,s11) : 0.35
		(s16,s15) : 0.3
		(s16,s17) : 0.3
		(s16,s21) : 0.12
		(s17,s12) : 0.4
		(s17,s16) : 0.35
		(s17,s18) : 0.39
		(s17,s22) : 0.41
		(s18,s13) : 0.38
		(s18,s17) : 0.41
		(s18,s19) : 0.39
		(s18,s23) : 0.15
		(s19,s14) : 0.45
		(s19,s18) : 0.12
		(s19,s24) : 0.39
		(s20,s15) : 0.18
		(s20,s21) : 0.3
		(s21,s16) : 0.24
		(s21,s20) : 0.18
		(s21,s22) : 0.42
		(s22,s17) : 0.36
		(s22,s21) : 0.42
		(s22,s23) : 0.44
		(s23,s18) : 0.41
		(s23,s22) : 0.39
		(s23,s24) : 0.18
		(s24,s19) : 0.18
		(s24,s23) : 0.39
semimcfraeke	2	
		(s0,s1) : 0.
		(s0,s5) : 0.27
		(s1,s0) : 0.27
		(s1,s2) : 0.46
		(s1,s6) : 0.15
		(s2,s1) : 0.42
		(s2,s3) : 0.43
		(s2,s7) : 0.43
		(s3,s2) : 0.4
		(s3,s4) : 0.33
		(s3,s8) : 0.16
		(s4,s3) : 0.06
		(s4,s9) : 0.33
		(s5,s0) : 0.
		(s5,s6) : 0.4
		(s5,s10) : 0.42
		(s6,s1) : 0.46
		(s6,s5) : 0.15
		(s6,s7) : 0.4
		(s6,s11) : 0.41
		(s7,s2) : 0.42
		(s7,s6) : 0.44
		(s7,s8) : 0.25
		(s7,s12) : 0.43
		(s8,s3) : 0.4
		(s8,s7) : 0.32
		(s8,s9) : 0.06
		(s8,s13) : 0.41
		(s9,s4) : 0.06
		(s9,s8) : 0.35
		(s9,s14) : 0.39
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.43
		(s11,s10) : 0.3
		(s11,s12) : 0.4
		(s11,s16) : 0.38
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.39
		(s12,s11) : 0.35
		(s12,s13) : 0.41
		(s12,s17) : 0.48
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.43
		(s13,s12) : 0.4
		(s13,s14) : 0.36
		(s13,s18) : 0.41
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.41
		(s14,s13) : 0.4
		(s14,s19) : 0.39
		(s15,s10) : 0.48
		(s15,s16) : 0.1
		(s15,s20) : 0.3
		(s16,s11) : 0.35
		(s16,s15) : 0.3
		(s16,s17) : 0.3
		(s16,s21) : 0.12
		(s17,s12) : 0.4
		(s17,s16) : 0.35
		(s17,s18) : 0.39
		(s17,s22) : 0.41
		(s18,s13) : 0.38
		(s18,s17) : 0.41
		(s18,s19) : 0.39
		(s18,s23) : 0.15
		(s19,s14) : 0.45
		(s19,s18) : 0.12
		(s19,s24) : 0.39
		(s20,s15) : 0.18
		(s20,s21) : 0.3
		(s21,s16) : 0.24
		(s21,s20) : 0.18
		(s21,s22) : 0.42
		(s22,s17) : 0.36
		(s22,s21) : 0.42
		(s22,s23) : 0.44
		(s23,s18) : 0.41
		(s23,s22) : 0.39
		(s23,s24) : 0.18
		(s24,s19) : 0.18
		(s24,s23) : 0.39
semimcfraeke	3	
		(s0,s1) : 0.
		(s0,s5) : 0.27
		(s1,s0) : 0.27
		(s1,s2) : 0.46
		(s1,s6) : 0.15
		(s2,s1) : 0.42
		(s2,s3) : 0.43
		(s2,s7) : 0.43
		(s3,s2) : 0.4
		(s3,s4) : 0.33
		(s3,s8) : 0.16
		(s4,s3) : 0.06
		(s4,s9) : 0.33
		(s5,s0) : 0.
		(s5,s6) : 0.4
		(s5,s10) : 0.42
		(s6,s1) : 0.46
		(s6,s5) : 0.15
		(s6,s7) : 0.4
		(s6,s11) : 0.41
		(s7,s2) : 0.42
		(s7,s6) : 0.44
		(s7,s8) : 0.25
		(s7,s12) : 0.43
		(s8,s3) : 0.4
		(s8,s7) : 0.32
		(s8,s9) : 0.06
		(s8,s13) : 0.41
		(s9,s4) : 0.06
		(s9,s8) : 0.35
		(s9,s14) : 0.39
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.43
		(s11,s10) : 0.3
		(s11,s12) : 0.4
		(s11,s16) : 0.38
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.39
		(s12,s11) : 0.35
		(s12,s13) : 0.41
		(s12,s17) : 0.48
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.43
		(s13,s12) : 0.4
		(s13,s14) : 0.36
		(s13,s18) : 0.41
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.41
		(s14,s13) : 0.4
		(s14,s19) : 0.39
		(s15,s10) : 0.48
		(s15,s16) : 0.1
		(s15,s20) : 0.3
		(s16,s11) : 0.35
		(s16,s15) : 0.3
		(s16,s17) : 0.3
		(s16,s21) : 0.12
		(s17,s12) : 0.4
		(s17,s16) : 0.35
		(s17,s18) : 0.39
		(s17,s22) : 0.41
		(s18,s13) : 0.38
		(s18,s17) : 0.41
		(s18,s19) : 0.39
		(s18,s23) : 0.15
		(s19,s14) : 0.45
		(s19,s18) : 0.12
		(s19,s24) : 0.39
		(s20,s15) : 0.18
		(s20,s21) : 0.3
		(s21,s16) : 0.24
		(s21,s20) : 0.18
		(s21,s22) : 0.42
		(s22,s17) : 0.36
		(s22,s21) : 0.42
		(s22,s23) : 0.44
		(s23,s18) : 0.41
		(s23,s22) : 0.39
		(s23,s24) : 0.18
		(s24,s19) : 0.18
		(s24,s23) : 0.39
semimcfraeke	4	
		(s0,s1) : 0.
		(s0,s5) : 0.27
		(s1,s0) : 0.27
		(s1,s2) : 0.46
		(s1,s6) : 0.15
		(s2,s1) : 0.42
		(s2,s3) : 0.43
		(s2,s7) : 0.43
		(s3,s2) : 0.4
		(s3,s4) : 0.33
		(s3,s8) : 0.16
		(s4,s3) : 0.06
		(s4,s9) : 0.33
		(s5,s0) : 0.
		(s5,s6) : 0.4
		(s5,s10) : 0.42
		(s6,s1) : 0.46
		(s6,s5) : 0.15
		(s6,s7) : 0.4
		(s6,s11) : 0.41
		(s7,s2) : 0.42
		(s7,s6) : 0.44
		(s7,s8) : 0.25
		(s7,s12) : 0.43
		(s8,s3) : 0.4
		(s8,s7) : 0.32
		(s8,s9) : 0.06
		(s8,s13) : 0.41
		(s9,s4) : 0.06
		(s9,s8) : 0.35
		(s9,s14) : 0.39
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.43
		(s11,s10) : 0.3
		(s11,s12) : 0.4
		(s11,s16) : 0.38
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.39
		(s12,s11) : 0.35
		(s12,s13) : 0.41
		(s12,s17) : 0.48
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.43
		(s13,s12) : 0.4
		(s13,s14) : 0.36
		(s13,s18) : 0.41
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.41
		(s14,s13) : 0.4
		(s14,s19) : 0.39
		(s15,s10) : 0.48
		(s15,s16) : 0.1
		(s15,s20) : 0.3
		(s16,s11) : 0.35
		(s16,s15) : 0.3
		(s16,s17) : 0.3
		(s16,s21) : 0.12
		(s17,s12) : 0.4
		(s17,s16) : 0.35
		(s17,s18) : 0.39
		(s17,s22) : 0.41
		(s18,s13) : 0.38
		(s18,s17) : 0.41
		(s18,s19) : 0.39
		(s18,s23) : 0.15
		(s19,s14) : 0.45
		(s19,s18) : 0.12
		(s19,s24) : 0.39
		(s20,s15) : 0.18
		(s20,s21) : 0.3
		(s21,s16) : 0.24
		(s21,s20) : 0.18
		(s21,s22) : 0.42
		(s22,s17) : 0.36
		(s22,s21) : 0.42
		(s22,s23) : 0.44
		(s23,s18) : 0.41
		(s23,s22) : 0.39
		(s23,s24) : 0.18
		(s24,s19) : 0.18
		(s24,s23) : 0.39
semimcfraeke	5	
		(s0,s1) : 0.
		(s0,s5) : 0.27
		(s1,s0) : 0.27
		(s1,s2) : 0.46
		(s1,s6) : 0.15
		(s2,s1) : 0.42
		(s2,s3) : 0.43
		(s2,s7) : 0.43
		(s3,s2) : 0.4
		(s3,s4) : 0.33
		(s3,s8) : 0.16
		(s4,s3) : 0.06
		(s4,s9) : 0.33
		(s5,s0) : 0.
		(s5,s6) : 0.4
		(s5,s10) : 0.42
		(s6,s1) : 0.46
		(s6,s5) : 0.15
		(s6,s7) : 0.4
		(s6,s11) : 0.41
		(s7,s2) : 0.42
		(s7,s6) : 0.44
		(s7,s8) : 0.25
		(s7,s12) : 0.43
		(s8,s3) : 0.4
		(s8,s7) : 0.32
		(s8,s9) : 0.06
		(s8,s13) : 0.41
		(s9,s4) : 0.06
		(s9,s8) : 0.35
		(s9,s14) : 0.39
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.43
		(s11,s10) : 0.3
		(s11,s12) : 0.4
		(s11,s16) : 0.38
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.39
		(s12,s11) : 0.35
		(s12,s13) : 0.41
		(s12,s17) : 0.48
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.43
		(s13,s12) : 0.4
		(s13,s14) : 0.36
		(s13,s18) : 0.41
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.41
		(s14,s13) : 0.4
		(s14,s19) : 0.39
		(s15,s10) : 0.48
		(s15,s16) : 0.1
		(s15,s20) : 0.3
		(s16,s11) : 0.35
		(s16,s15) : 0.3
		(s16,s17) : 0.3
		(s16,s21) : 0.12
		(s17,s12) : 0.4
		(s17,s16) : 0.35
		(s17,s18) : 0.39
		(s17,s22) : 0.41
		(s18,s13) : 0.38
		(s18,s17) : 0.41
		(s18,s19) : 0.39
		(s18,s23) : 0.15
		(s19,s14) : 0.45
		(s19,s18) : 0.12
		(s19,s24) : 0.39
		(s20,s15) : 0.18
		(s20,s21) : 0.3
		(s21,s16) : 0.24
		(s21,s20) : 0.18
		(s21,s22) : 0.42
		(s22,s17) : 0.36
		(s22,s21) : 0.42
		(s22,s23) : 0.44
		(s23,s18) : 0.41
		(s23,s22) : 0.39
		(s23,s24) : 0.18
		(s24,s19) : 0.18
		(s24,s23) : 0.39
semimcfraeke	6	
		(s0,s1) : 0.
		(s0,s5) : 0.27
		(s1,s0) : 0.27
		(s1,s2) : 0.46
		(s1,s6) : 0.15
		(s2,s1) : 0.42
		(s2,s3) : 0.43
		(s2,s7) : 0.43
		(s3,s2) : 0.4
		(s3,s4) : 0.33
		(s3,s8) : 0.16
		(s4,s3) : 0.06
		(s4,s9) : 0.33
		(s5,s0) : 0.
		(s5,s6) : 0.4
		(s5,s10) : 0.42
		(s6,s1) : 0.46
		(s6,s5) : 0.15
		(s6,s7) : 0.4
		(s6,s11) : 0.41
		(s7,s2) : 0.42
		(s7,s6) : 0.44
		(s7,s8) : 0.25
		(s7,s12) : 0.43
		(s8,s3) : 0.4
		(s8,s7) : 0.32
		(s8,s9) : 0.06
		(s8,s13) : 0.41
		(s9,s4) : 0.06
		(s9,s8) : 0.35
		(s9,s14) : 0.39
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.43
		(s11,s10) : 0.3
		(s11,s12) : 0.4
		(s11,s16) : 0.38
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.39
		(s12,s11) : 0.35
		(s12,s13) : 0.41
		(s12,s17) : 0.48
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.43
		(s13,s12) : 0.4
		(s13,s14) : 0.36
		(s13,s18) : 0.41
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.41
		(s14,s13) : 0.4
		(s14,s19) : 0.39
		(s15,s10) : 0.48
		(s15,s16) : 0.1
		(s15,s20) : 0.3
		(s16,s11) : 0.35
		(s16,s15) : 0.3
		(s16,s17) : 0.3
		(s16,s21) : 0.12
		(s17,s12) : 0.4
		(s17,s16) : 0.35
		(s17,s18) : 0.39
		(s17,s22) : 0.41
		(s18,s13) : 0.38
		(s18,s17) : 0.41
		(s18,s19) : 0.39
		(s18,s23) : 0.15
		(s19,s14) : 0.45
		(s19,s18) : 0.12
		(s19,s24) : 0.39
		(s20,s15) : 0.18
		(s20,s21) : 0.3
		(s21,s16) : 0.24
		(s21,s20) : 0.18
		(s21,s22) : 0.42
		(s22,s17) : 0.36
		(s22,s21) : 0.42
		(s22,s23) : 0.44
		(s23,s18) : 0.41
		(s23,s22) : 0.39
		(s23,s24) : 0.18
		(s24,s19) : 0.18
		(s24,s23) : 0.39
semimcfraeke	7	
		(s0,s1) : 0.
		(s0,s5) : 0.27
		(s1,s0) : 0.27
		(s1,s2) : 0.46
		(s1,s6) : 0.15
		(s2,s1) : 0.42
		(s2,s3) : 0.43
		(s2,s7) : 0.43
		(s3,s2) : 0.4
		(s3,s4) : 0.33
		(s3,s8) : 0.16
		(s4,s3) : 0.06
		(s4,s9) : 0.33
		(s5,s0) : 0.
		(s5,s6) : 0.4
		(s5,s10) : 0.42
		(s6,s1) : 0.46
		(s6,s5) : 0.15
		(s6,s7) : 0.4
		(s6,s11) : 0.41
		(s7,s2) : 0.42
		(s7,s6) : 0.44
		(s7,s8) : 0.25
		(s7,s12) : 0.43
		(s8,s3) : 0.4
		(s8,s7) : 0.32
		(s8,s9) : 0.06
		(s8,s13) : 0.41
		(s9,s4) : 0.06
		(s9,s8) : 0.35
		(s9,s14) : 0.39
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.43
		(s11,s10) : 0.3
		(s11,s12) : 0.4
		(s11,s16) : 0.38
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.39
		(s12,s11) : 0.35
		(s12,s13) : 0.41
		(s12,s17) : 0.48
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.43
		(s13,s12) : 0.4
		(s13,s14) : 0.36
		(s13,s18) : 0.41
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.41
		(s14,s13) : 0.4
		(s14,s19) : 0.39
		(s15,s10) : 0.48
		(s15,s16) : 0.1
		(s15,s20) : 0.3
		(s16,s11) : 0.35
		(s16,s15) : 0.3
		(s16,s17) : 0.3
		(s16,s21) : 0.12
		(s17,s12) : 0.4
		(s17,s16) : 0.35
		(s17,s18) : 0.39
		(s17,s22) : 0.41
		(s18,s13) : 0.38
		(s18,s17) : 0.41
		(s18,s19) : 0.39
		(s18,s23) : 0.15
		(s19,s14) : 0.45
		(s19,s18) : 0.12
		(s19,s24) : 0.39
		(s20,s15) : 0.18
		(s20,s21) : 0.3
		(s21,s16) : 0.24
		(s21,s20) : 0.18
		(s21,s22) : 0.42
		(s22,s17) : 0.36
		(s22,s21) : 0.42
		(s22,s23) : 0.44
		(s23,s18) : 0.41
		(s23,s22) : 0.39
		(s23,s24) : 0.18
		(s24,s19) : 0.18
		(s24,s23) : 0.39
semimcfraeke	8	
		(s0,s1) : 0.
		(s0,s5) : 0.27
		(s1,s0) : 0.27
		(s1,s2) : 0.46
		(s1,s6) : 0.15
		(s2,s1) : 0.42
		(s2,s3) : 0.43
		(s2,s7) : 0.43
		(s3,s2) : 0.4
		(s3,s4) : 0.33
		(s3,s8) : 0.16
		(s4,s3) : 0.06
		(s4,s9) : 0.33
		(s5,s0) : 0.
		(s5,s6) : 0.4
		(s5,s10) : 0.42
		(s6,s1) : 0.46
		(s6,s5) : 0.15
		(s6,s7) : 0.4
		(s6,s11) : 0.41
		(s7,s2) : 0.42
		(s7,s6) : 0.44
		(s7,s8) : 0.25
		(s7,s12) : 0.43
		(s8,s3) : 0.4
		(s8,s7) : 0.32
		(s8,s9) : 0.06
		(s8,s13) : 0.41
		(s9,s4) : 0.06
		(s9,s8) : 0.35
		(s9,s14) : 0.39
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.4
		(s10,s11) : 0.4
		(s10,s15) : 0.4
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.43
		(s11,s10) : 0.3
		(s11,s12) : 0.4
		(s11,s16) : 0.38
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.39
		(s12,s11) : 0.35
		(s12,s13) : 0.41
		(s12,s17) : 0.48
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.43
		(s13,s12) : 0.4
		(s13,s14) : 0.36
		(s13,s18) : 0.41
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.41
		(s14,s13) : 0.4
		(s14,s19) : 0.39
		(s15,s10) : 0.48
		(s15,s16) : 0.1
		(s15,s20) : 0.3
		(s16,s11) : 0.35
		(s16,s15) : 0.3
		(s16,s17) : 0.3
		(s16,s21) : 0.12
		(s17,s12) : 0.4
		(s17,s16) : 0.35
		(s17,s18) : 0.39
		(s17,s22) : 0.41
		(s18,s13) : 0.38
		(s18,s17) : 0.41
		(s18,s19) : 0.39
		(s18,s23) : 0.15
		(s19,s14) : 0.45
		(s19,s18) : 0.12
		(s19,s24) : 0.39
		(s20,s15) : 0.18
		(s20,s21) : 0.3
		(s21,s16) : 0.24
		(s21,s20) : 0.18
