# solver	iter	time	stddev
spf	0	0.000651	0.000000
spf	1	0.000911	0.000000
spf	2	0.000694	0.000000
spf	3	0.000711	0.000000
spf	4	0.000869	0.000000
spf	5	0.001035	0.000000
spf	6	0.001124	0.000000
spf	7	0.001141	0.000000
spf	8	0.000736	0.000000
spf	9	0.000796	0.000000
spf	10	0.001245	0.000000
spf	11	0.001450	0.000000
spf	12	0.000718	0.000000
spf	13	0.002934	0.000000
spf	14	0.000732	0.000000
spf	15	0.001179	0.000000
spf	16	0.001526	0.000000
spf	17	0.001507	0.000000
spf	18	0.001281	0.000000
spf	19	0.001358	0.000000
spf	20	0.001204	0.000000
spf	21	0.001153	0.000000
spf	22	0.003763	0.000000
spf	23	0.001246	0.000000
spf	24	0.001225	0.000000
spf	25	0.001169	0.000000
spf	26	0.001059	0.000000
spf	27	0.001204	0.000000
spf	28	0.001435	0.000000
spf	29	0.001266	0.000000
spf	30	0.001278	0.000000
spf	31	0.002316	0.000000
spf	32	0.001093	0.000000
spf	33	0.001160	0.000000
spf	34	0.002115	0.000000
spf	35	0.001197	0.000000

