# solver	iter	time	stddev
akecmp	0	0.025595	0.000000
akecmp	1	0.024703	0.000000
akecmp	2	0.025096	0.000000
akecmp	3	0.025073	0.000000
akecmp	4	0.025724	0.000000
akecmp	5	0.024956	0.000000
akecmp	6	0.024367	0.000000
akecmp	7	0.024747	0.000000
akecmp	8	0.025360	0.000000
akecmp	9	0.025127	0.000000
akecmp	10	0.024714	0.000000
akecmp	11	0.024884	0.000000
akecmp	12	0.025043	0.000000
akecmp	13	0.025465	0.000000
akecmp	14	0.024627	0.000000
akecmp	15	0.024563	0.000000
akecmp	16	0.024919	0.000000
akecmp	17	0.025393	0.000000
akecmp	18	0.024494	0.000000
akecmp	19	0.024703	0.000000
akecmp	20	0.024335	0.000000
akecmp	21	0.025384	0.000000
akecmp	22	0.025056	0.000000
akecmp	23	0.024624	0.000000
akecmp	24	0.024776	0.000000
akecmp	25	0.024948	0.000000
akecmp	26	0.025181	0.000000
akecmp	27	0.024556	0.000000
akecmp	28	0.025029	0.000000
akecmp	29	0.024679	0.000000
akecmp	30	0.025516	0.000000
akecmp	31	0.024574	0.000000
akecmp	32	0.024422	0.000000
akecmp	33	0.025146	0.000000
akecmp	34	0.025395	0.000000
akecmp	35	0.024475	0.000000
akecmp	36	0.024672	0.000000
akecmp	37	0.024832	0.000000
akecmp	38	0.025444	0.000000
akecmp	39	0.025076	0.000000
akecmp	40	0.024486	0.000000
akecmp	41	0.024865	0.000000
akecmp	42	0.025254	0.000000
akecmp	43	0.024954	0.000000
akecmp	44	0.024747	0.000000
akecmp	45	0.025020	0.000000
akecmp	46	0.025023	0.000000
akecmp	47	0.025275	0.000000
akecmp	48	0.024635	0.000000
akecmp	49	0.024530	0.000000
akecmp	50	0.025050	0.000000
akecmp	51	0.025443	0.000000
akecmp	52	0.024452	0.000000
akecmp	53	0.024829	0.000000
akecmp	54	0.025007	0.000000
akecmp	55	0.025218	0.000000
akecmp	56	0.024931	0.000000
akecmp	57	0.024666	0.000000
akecmp	58	0.024764	0.000000
akecmp	59	0.024920	0.000000
akecmp	60	0.025182	0.000000
akecmp	61	0.024737	0.000000
akecmp	62	0.025065	0.000000
akecmp	63	0.024933	0.000000
akecmp	64	0.025555	0.000000
akecmp	65	0.024586	0.000000
akecmp	66	0.024477	0.000000
akecmp	67	0.025297	0.000000
akecmp	68	0.025505	0.000000
akecmp	69	0.024400	0.000000
akecmp	70	0.024568	0.000000
akecmp	71	0.024821	0.000000
akecmp	72	0.025467	0.000000
akecmp	73	0.024570	0.000000
akecmp	74	0.024518	0.000000
akecmp	75	0.024790	0.000000
akecmp	76	0.026013	0.000000
akecmp	77	0.024971	0.000000
akecmp	78	0.024879	0.000000
akecmp	79	0.024721	0.000000
akecmp	80	0.025596	0.000000
akecmp	81	0.024738	0.000000
akecmp	82	0.024579	0.000000
akecmp	83	0.024794	0.000000
akecmp	84	0.025596	0.000000
akecmp	85	0.024931	0.000000
akecmp	86	0.024926	0.000000
akecmp	87	0.024901	0.000000
akecmp	88	0.025342	0.000000
akecmp	89	0.024842	0.000000
akecmp	90	0.024649	0.000000
akecmp	91	0.024821	0.000000
akecmp	92	0.024850	0.000000
akecmp	93	0.025345	0.000000
akecmp	94	0.024929	0.000000
akecmp	95	0.024703	0.000000
akecmp	96	0.025080	0.000000
akecmp	97	0.025608	0.000000
akecmp	98	0.024581	0.000000
akecmp	99	0.024550	0.000000
akmcf	0	0.023369	0.000000
akmcf	1	0.023202	0.000000
akmcf	2	0.021907	0.000000
akmcf	3	0.023576	0.000000
akmcf	4	0.022669	0.000000
akmcf	5	0.023987	0.000000
akmcf	6	0.022236	0.000000
akmcf	7	0.022201	0.000000
akmcf	8	0.022622	0.000000
akmcf	9	0.023127	0.000000
akmcf	10	0.021955	0.000000
akmcf	11	0.022160	0.000000
akmcf	12	0.022179	0.000000
akmcf	13	0.022684	0.000000
akmcf	14	0.022434	0.000000
akmcf	15	0.022271	0.000000
akmcf	16	0.021883	0.000000
akmcf	17	0.022877	0.000000
akmcf	18	0.021949	0.000000
akmcf	19	0.022241	0.000000
akmcf	20	0.022154	0.000000
akmcf	21	0.023256	0.000000
akmcf	22	0.022153	0.000000
akmcf	23	0.022099	0.000000
akmcf	24	0.022421	0.000000
akmcf	25	0.022936	0.000000
akmcf	26	0.021567	0.000000
akmcf	27	0.022127	0.000000
akmcf	28	0.022825	0.000000
akmcf	29	0.022638	0.000000
akmcf	30	0.022122	0.000000
akmcf	31	0.022175	0.000000
akmcf	32	0.022858	0.000000
akmcf	33	0.022213	0.000000
akmcf	34	0.022347	0.000000
akmcf	35	0.022329	0.000000
akmcf	36	0.023042	0.000000
akmcf	37	0.022192	0.000000
akmcf	38	0.022050	0.000000
akmcf	39	0.022336	0.000000
akmcf	40	0.023893	0.000000
akmcf	41	0.022070	0.000000
akmcf	42	0.023070	0.000000
akmcf	43	0.022193	0.000000
akmcf	44	0.023467	0.000000
akmcf	45	0.022178	0.000000
akmcf	46	0.021995	0.000000
akmcf	47	0.022576	0.000000
akmcf	48	0.022956	0.000000
akmcf	49	0.021777	0.000000
akmcf	50	0.022369	0.000000
akmcf	51	0.022732	0.000000
akmcf	52	0.022744	0.000000
akmcf	53	0.022079	0.000000
akmcf	54	0.022284	0.000000
akmcf	55	0.022975	0.000000
akmcf	56	0.022452	0.000000
akmcf	57	0.022603	0.000000
akmcf	58	0.022406	0.000000
akmcf	59	0.023188	0.000000
akmcf	60	0.022304	0.000000
akmcf	61	0.022088	0.000000
akmcf	62	0.022467	0.000000
akmcf	63	0.022893	0.000000
akmcf	64	0.021921	0.000000
akmcf	65	0.022175	0.000000
akmcf	66	0.021932	0.000000
akmcf	67	0.023207	0.000000
akmcf	68	0.022202	0.000000
akmcf	69	0.022170	0.000000
akmcf	70	0.022661	0.000000
akmcf	71	0.022974	0.000000
akmcf	72	0.021956	0.000000
akmcf	73	0.022161	0.000000
akmcf	74	0.023012	0.000000
akmcf	75	0.022629	0.000000
akmcf	76	0.021970	0.000000
akmcf	77	0.022355	0.000000
akmcf	78	0.023104	0.000000
akmcf	79	0.022415	0.000000
akmcf	80	0.022260	0.000000
akmcf	81	0.022098	0.000000
akmcf	82	0.023107	0.000000
akmcf	83	0.022237	0.000000
akmcf	84	0.022198	0.000000
akmcf	85	0.022639	0.000000
akmcf	86	0.022889	0.000000
akmcf	87	0.021722	0.000000
akmcf	88	0.022295	0.000000
akmcf	89	0.022305	0.000000
akmcf	90	0.022928	0.000000
akmcf	91	0.022219	0.000000
akmcf	92	0.022210	0.000000
akmcf	93	0.022527	0.000000
akmcf	94	0.023049	0.000000
akmcf	95	0.022295	0.000000
akmcf	96	0.022161	0.000000
akmcf	97	0.022795	0.000000
akmcf	98	0.022816	0.000000
akmcf	99	0.022109	0.000000
akraeke	0	0.045535	0.000000
akraeke	1	0.044918	0.000000
akraeke	2	0.044701	0.000000
akraeke	3	0.045188	0.000000
akraeke	4	0.045356	0.000000
akraeke	5	0.044545	0.000000
akraeke	6	0.044396	0.000000
akraeke	7	0.045253	0.000000
akraeke	8	0.045512	0.000000
akraeke	9	0.044273	0.000000
akraeke	10	0.045829	0.000000
akraeke	11	0.045526	0.000000
akraeke	12	0.045398	0.000000
akraeke	13	0.045196	0.000000
akraeke	14	0.044562	0.000000
akraeke	15	0.044947	0.000000
akraeke	16	0.045470	0.000000
akraeke	17	0.045175	0.000000
akraeke	18	0.044734	0.000000
akraeke	19	0.044784	0.000000
akraeke	20	0.045284	0.000000
akraeke	21	0.045599	0.000000
akraeke	22	0.044776	0.000000
akraeke	23	0.044513	0.000000
akraeke	24	0.045140	0.000000
akraeke	25	0.045542	0.000000
akraeke	26	0.044575	0.000000
akraeke	27	0.045055	0.000000
akraeke	28	0.044748	0.000000
akraeke	29	0.045363	0.000000
akraeke	30	0.044982	0.000000
akraeke	31	0.044488	0.000000
akraeke	32	0.044797	0.000000
akraeke	33	0.045313	0.000000
akraeke	34	0.045055	0.000000
akraeke	35	0.044585	0.000000
akraeke	36	0.044622	0.000000
akraeke	37	0.046296	0.000000
akraeke	38	0.046459	0.000000
akraeke	39	0.045114	0.000000
akraeke	40	0.045188	0.000000
akraeke	41	0.045261	0.000000
akraeke	42	0.045621	0.000000
akraeke	43	0.044468	0.000000
akraeke	44	0.044863	0.000000
akraeke	45	0.044939	0.000000
akraeke	46	0.045713	0.000000
akraeke	47	0.044748	0.000000
akraeke	48	0.044545	0.000000
akraeke	49	0.045421	0.000000
akraeke	50	0.045666	0.000000
akraeke	51	0.044916	0.000000
