# solver	iter	max-congestion	stddev
semimcfecmp	4	0.007740	0.000000
semimcfecmp	5	0.007444	0.000000
semimcfecmp	6	0.006366	0.000000
semimcfecmp	7	0.006202	0.000000
semimcfecmp	8	0.006913	0.000000
semimcfecmp	9	0.007079	0.000000
semimcfecmp	10	0.007542	0.000000
semimcfecmp	11	0.006987	0.000000
semimcfecmp	12	0.006586	0.000000
semimcfecmp	13	0.006769	0.000000
semimcfecmp	14	0.006857	0.000000
semimcfecmp	15	0.006911	0.000000
semimcfecmp	16	0.007240	0.000000
semimcfecmp	17	0.006729	0.000000
semimcfecmp	18	0.006509	0.000000
semimcfecmp	19	0.006687	0.000000
semimcfecmp	20	0.007199	0.000000
