# solver	iter	churn	stddev
akecmp	0	0.000000	0.000000
akecmp	1	0.000000	0.000000
akecmp	2	0.000000	0.000000
akecmp	3	0.000000	0.000000
akecmp	4	0.000000	0.000000
akecmp	5	0.000000	0.000000
akecmp	6	0.000000	0.000000
akecmp	7	0.000000	0.000000
akecmp	8	0.000000	0.000000
akecmp	9	0.000000	0.000000
akecmp	10	0.000000	0.000000
akecmp	11	0.000000	0.000000
akecmp	12	0.000000	0.000000
akecmp	13	0.000000	0.000000
akecmp	14	0.000000	0.000000
akecmp	15	0.000000	0.000000
akecmp	16	0.000000	0.000000
akecmp	17	0.000000	0.000000
akecmp	18	0.000000	0.000000
akecmp	19	0.000000	0.000000
akecmp	20	0.000000	0.000000
akecmp	21	0.000000	0.000000
akecmp	22	0.000000	0.000000
akecmp	23	0.000000	0.000000
akecmp	24	0.000000	0.000000
akecmp	25	0.000000	0.000000
akecmp	26	0.000000	0.000000
akecmp	27	0.000000	0.000000
akecmp	28	0.000000	0.000000
akecmp	29	0.000000	0.000000
akecmp	30	0.000000	0.000000
akecmp	31	0.000000	0.000000
akecmp	32	0.000000	0.000000
akecmp	33	0.000000	0.000000
akecmp	34	0.000000	0.000000
akecmp	35	0.000000	0.000000
akecmp	36	0.000000	0.000000
akecmp	37	0.000000	0.000000
akecmp	38	0.000000	0.000000
akecmp	39	0.000000	0.000000
akecmp	40	0.000000	0.000000
akecmp	41	0.000000	0.000000
akecmp	42	0.000000	0.000000
akecmp	43	0.000000	0.000000
akecmp	44	0.000000	0.000000
akecmp	45	0.000000	0.000000
akecmp	46	0.000000	0.000000
akecmp	47	0.000000	0.000000
akecmp	48	0.000000	0.000000
akecmp	49	0.000000	0.000000
akecmp	50	0.000000	0.000000
akecmp	51	0.000000	0.000000
akecmp	52	0.000000	0.000000
akecmp	53	0.000000	0.000000
akecmp	54	0.000000	0.000000
akecmp	55	0.000000	0.000000
akecmp	56	0.000000	0.000000
akecmp	57	0.000000	0.000000
akecmp	58	0.000000	0.000000
akecmp	59	0.000000	0.000000
akecmp	60	0.000000	0.000000
akecmp	61	0.000000	0.000000
akecmp	62	0.000000	0.000000
akecmp	63	0.000000	0.000000
akecmp	64	0.000000	0.000000
akecmp	65	0.000000	0.000000
akecmp	66	0.000000	0.000000
akecmp	67	0.000000	0.000000
akecmp	68	0.000000	0.000000
akecmp	69	0.000000	0.000000
akecmp	70	0.000000	0.000000
akecmp	71	0.000000	0.000000
akecmp	72	0.000000	0.000000
akecmp	73	0.000000	0.000000
akecmp	74	0.000000	0.000000
akecmp	75	0.000000	0.000000
akecmp	76	0.000000	0.000000
akecmp	77	0.000000	0.000000
akecmp	78	0.000000	0.000000
akecmp	79	0.000000	0.000000
akecmp	80	0.000000	0.000000
akecmp	81	0.000000	0.000000
akecmp	82	0.000000	0.000000
akecmp	83	0.000000	0.000000
akecmp	84	0.000000	0.000000
akecmp	85	0.000000	0.000000
akecmp	86	0.000000	0.000000
akecmp	87	0.000000	0.000000
akecmp	88	0.000000	0.000000
akecmp	89	0.000000	0.000000
akecmp	90	0.000000	0.000000
akecmp	91	0.000000	0.000000
akecmp	92	0.000000	0.000000
akecmp	93	0.000000	0.000000
akecmp	94	0.000000	0.000000
akecmp	95	0.000000	0.000000
akecmp	96	0.000000	0.000000
akecmp	97	0.000000	0.000000
akecmp	98	0.000000	0.000000
akecmp	99	0.000000	0.000000
akmcf	0	0.000000	0.000000
akmcf	1	0.000000	0.000000
akmcf	2	0.000000	0.000000
akmcf	3	0.000000	0.000000
akmcf	4	0.000000	0.000000
akmcf	5	0.000000	0.000000
akmcf	6	0.000000	0.000000
akmcf	7	0.000000	0.000000
akmcf	8	0.000000	0.000000
akmcf	9	0.000000	0.000000
akmcf	10	0.000000	0.000000
akmcf	11	0.000000	0.000000
akmcf	12	0.000000	0.000000
akmcf	13	0.000000	0.000000
akmcf	14	0.000000	0.000000
akmcf	15	0.000000	0.000000
akmcf	16	0.000000	0.000000
akmcf	17	0.000000	0.000000
akmcf	18	0.000000	0.000000
akmcf	19	0.000000	0.000000
akmcf	20	0.000000	0.000000
akmcf	21	0.000000	0.000000
akmcf	22	0.000000	0.000000
akmcf	23	0.000000	0.000000
akmcf	24	0.000000	0.000000
akmcf	25	0.000000	0.000000
akmcf	26	0.000000	0.000000
akmcf	27	0.000000	0.000000
akmcf	28	0.000000	0.000000
akmcf	29	0.000000	0.000000
akmcf	30	0.000000	0.000000
akmcf	31	0.000000	0.000000
akmcf	32	0.000000	0.000000
akmcf	33	0.000000	0.000000
akmcf	34	0.000000	0.000000
akmcf	35	0.000000	0.000000
akmcf	36	0.000000	0.000000
akmcf	37	0.000000	0.000000
akmcf	38	0.000000	0.000000
akmcf	39	0.000000	0.000000
akmcf	40	0.000000	0.000000
akmcf	41	0.000000	0.000000
akmcf	42	0.000000	0.000000
akmcf	43	0.000000	0.000000
akmcf	44	0.000000	0.000000
akmcf	45	0.000000	0.000000
akmcf	46	0.000000	0.000000
akmcf	47	0.000000	0.000000
akmcf	48	0.000000	0.000000
