# solver	iter	.0.300000-congestion	stddev
semimcfecmp	21	0.003123	0.000000
semimcfecmp	22	0.003243	0.000000
semimcfecmp	23	0.003141	0.000000
semimcfecmp	24	0.003104	0.000000
semimcfecmp	25	0.003180	0.000000
semimcfecmp	26	0.003020	0.000000
semimcfecmp	27	0.002893	0.000000
semimcfecmp	28	0.003179	0.000000
semimcfecmp	29	0.003022	0.000000
semimcfecmp	30	0.002862	0.000000
semimcfecmp	31	0.002928	0.000000
semimcfecmp	32	0.003170	0.000000
semimcfecmp	33	0.002891	0.000000
semimcfecmp	34	0.003261	0.000000
semimcfecmp	35	0.003279	0.000000
semimcfecmp	36	0.003177	0.000000
semimcfecmp	37	0.003178	0.000000
semimcfecmp	38	0.003217	0.000000
semimcfecmp	39	0.003207	0.000000
semimcfecmp	40	0.003514	0.000000
semimcfecmp	41	0.003373	0.000000
semimcfecmp	42	0.003342	0.000000
semimcfecmp	43	0.003432	0.000000
semimcfecmp	44	0.003667	0.000000
semimcfecmp	45	0.003684	0.000000
semimcfecmp	46	0.003996	0.000000
semimcfecmp	47	0.003722	0.000000
semimcfecmp	48	0.003490	0.000000
semimcfecmp	49	0.003603	0.000000
semimcfecmp	50	0.003827	0.000000
semimcfecmp	51	0.003986	0.000000
semimcfecmp	52	0.004400	0.000000
semimcfecmp	53	0.004155	0.000000
semimcfecmp	54	0.003781	0.000000
semimcfecmp	55	0.004003	0.000000
semimcfecmp	56	0.004370	0.000000
semimcfecmp	57	0.004484	0.000000
semimcfecmp	58	0.004502	0.000000
semimcfecmp	59	0.004503	0.000000
semimcfecmp	60	0.004371	0.000000
semimcfecmp	61	0.004371	0.000000
semimcfecmp	62	0.004458	0.000000
semimcfecmp	63	0.004421	0.000000
semimcfecmp	64	0.004492	0.000000
semimcfecmp	65	0.004412	0.000000
semimcfecmp	66	0.004388	0.000000
semimcfecmp	67	0.004552	0.000000
semimcfecmp	68	0.004503	0.000000
semimcfecmp	69	0.004362	0.000000
semimcfecmp	70	0.004605	0.000000
semimcfecmp	71	0.004725	0.000000
semimcfecmp	72	0.004550	0.000000
semimcfecmp	73	0.004698	0.000000
semimcfecmp	74	0.004660	0.000000
semimcfecmp	75	0.004425	0.000000
semimcfecmp	76	0.004654	0.000000
semimcfecmp	77	0.004730	0.000000
semimcfecmp	78	0.004102	0.000000
semimcfecmp	79	0.004288	0.000000
semimcfecmp	80	0.004479	0.000000
semimcfecmp	81	0.004605	0.000000
semimcfecmp	82	0.004753	0.000000
semimcfecmp	83	0.004538	0.000000
semimcfecmp	84	0.004229	0.000000
semimcfecmp	85	0.004470	0.000000
semimcfecmp	86	0.004666	0.000000
semimcfecmp	87	0.004533	0.000000
semimcfecmp	88	0.004882	0.000000
semimcfecmp	89	0.004712	0.000000
semimcfecmp	90	0.004620	0.000000
semimcfecmp	91	0.004811	0.000000
semimcfecmp	92	0.004635	0.000000
semimcfecmp	93	0.004447	0.000000
semimcfecmp	94	0.004613	0.000000
semimcfecmp	95	0.004654	0.000000
semimcfecmp	96	0.004544	0.000000
semimcfecmp	97	0.004766	0.000000
semimcfecmp	98	0.004757	0.000000
semimcfecmp	99	0.004960	0.000000
semimcfmcf	0	0.003151	0.000000
semimcfmcf	1	0.003181	0.000000
semimcfmcf	2	0.003428	0.000000
semimcfmcf	3	0.003203	0.000000
semimcfmcf	4	0.003561	0.000000
semimcfmcf	5	0.003464	0.000000
semimcfmcf	6	0.003011	0.000000
semimcfmcf	7	0.002934	0.000000
semimcfmcf	8	0.003271	0.000000
semimcfmcf	9	0.003303	0.000000
semimcfmcf	10	0.003458	0.000000
semimcfmcf	11	0.003207	0.000000
semimcfmcf	12	0.003040	0.000000
semimcfmcf	13	0.003143	0.000000
semimcfmcf	14	0.003159	0.000000
semimcfmcf	15	0.003191	0.000000
semimcfmcf	16	0.003384	0.000000
semimcfmcf	17	0.003146	0.000000
semimcfmcf	18	0.003034	0.000000
semimcfmcf	19	0.003134	0.000000
semimcfmcf	20	0.003359	0.000000
semimcfmcf	21	0.003277	0.000000
semimcfmcf	22	0.003422	0.000000
semimcfmcf	23	0.003294	0.000000
semimcfmcf	24	0.003256	0.000000
semimcfmcf	25	0.003357	0.000000
semimcfmcf	26	0.003192	0.000000
semimcfmcf	27	0.003118	0.000000
semimcfmcf	28	0.003436	0.000000
semimcfmcf	29	0.003214	0.000000
semimcfmcf	30	0.003045	0.000000
semimcfmcf	31	0.003090	0.000000
semimcfmcf	32	0.003334	0.000000
semimcfmcf	33	0.003013	0.000000
semimcfmcf	34	0.003397	0.000000
semimcfmcf	35	0.003416	0.000000
semimcfmcf	36	0.003320	0.000000
semimcfmcf	37	0.003380	0.000000
semimcfmcf	38	0.003466	0.000000
semimcfmcf	39	0.003457	0.000000
semimcfmcf	40	0.003722	0.000000
semimcfmcf	41	0.003623	0.000000
semimcfmcf	42	0.003620	0.000000
semimcfmcf	43	0.003711	0.000000
semimcfmcf	44	0.003965	0.000000
semimcfmcf	45	0.003943	0.000000
semimcfmcf	46	0.004187	0.000000
semimcfmcf	47	0.003917	0.000000
semimcfmcf	48	0.003715	0.000000
semimcfmcf	49	0.003808	0.000000
semimcfmcf	50	0.004025	0.000000
semimcfmcf	51	0.004211	0.000000
semimcfmcf	52	0.004636	0.000000
semimcfmcf	53	0.004398	0.000000
semimcfmcf	54	0.004011	0.000000
semimcfmcf	55	0.004237	0.000000
semimcfmcf	56	0.004626	0.000000
semimcfmcf	57	0.004676	0.000000
semimcfmcf	58	0.004783	0.000000
semimcfmcf	59	0.004849	0.000000
semimcfmcf	60	0.004566	0.000000
semimcfmcf	61	0.004551	0.000000
semimcfmcf	62	0.004628	0.000000
semimcfmcf	63	0.004605	0.000000
semimcfmcf	64	0.004791	0.000000
semimcfmcf	65	0.004663	0.000000
semimcfmcf	66	0.004637	0.000000
semimcfmcf	67	0.004815	0.000000
semimcfmcf	68	0.004730	0.000000
semimcfmcf	69	0.004510	0.000000
semimcfmcf	70	0.004754	0.000000
semimcfmcf	71	0.004914	0.000000
semimcfmcf	72	0.004696	0.000000
semimcfmcf	73	0.004895	0.000000
semimcfmcf	74	0.004855	0.000000
semimcfmcf	75	0.004610	0.000000
semimcfmcf	76	0.004841	0.000000
semimcfmcf	77	0.004941	0.000000
semimcfmcf	78	0.004286	0.000000
semimcfmcf	79	0.004474	0.000000
semimcfmcf	80	0.004690	0.000000
semimcfmcf	81	0.004861	0.000000
semimcfmcf	82	0.004976	0.000000
semimcfmcf	83	0.004767	0.000000
semimcfmcf	84	0.004435	0.000000
semimcfmcf	85	0.004675	0.000000
semimcfmcf	86	0.004932	0.000000
semimcfmcf	87	0.004801	0.000000
semimcfmcf	88	0.005097	0.000000
semimcfmcf	89	0.004924	0.000000
semimcfmcf	90	0.004853	0.000000
semimcfmcf	91	0.004998	0.000000
semimcfmcf	92	0.004884	0.000000
semimcfmcf	93	0.004744	0.000000
semimcfmcf	94	0.004915	0.000000
semimcfmcf	95	0.004920	0.000000
semimcfmcf	96	0.004708	0.000000
semimcfmcf	97	0.005067	0.000000
semimcfmcf	98	0.005047	0.000000
semimcfmcf	99	0.005278	0.000000
semimcfraeke	0	0.003410	0.000000
semimcfraeke	1	0.003495	0.000000
semimcfraeke	2	0.003811	0.000000
semimcfraeke	3	0.003515	0.000000
semimcfraeke	4	0.004034	0.000000
semimcfraeke	5	0.003751	0.000000
semimcfraeke	6	0.003436	0.000000
semimcfraeke	7	0.003220	0.000000
semimcfraeke	8	0.003705	0.000000
semimcfraeke	9	0.003739	0.000000
semimcfraeke	10	0.004058	0.000000
semimcfraeke	11	0.003367	0.000000
semimcfraeke	12	0.003485	0.000000
semimcfraeke	13	0.003496	0.000000
semimcfraeke	14	0.003672	0.000000
semimcfraeke	15	0.003826	0.000000
semimcfraeke	16	0.003869	0.000000
semimcfraeke	17	0.003660	0.000000
semimcfraeke	18	0.003245	0.000000
semimcfraeke	19	0.003433	0.000000
semimcfraeke	20	0.004121	0.000000
semimcfraeke	21	0.003682	0.000000
semimcfraeke	22	0.003942	0.000000
semimcfraeke	23	0.003786	0.000000
semimcfraeke	24	0.004049	0.000000
semimcfraeke	25	0.004078	0.000000
semimcfraeke	26	0.003844	0.000000
semimcfraeke	27	0.003801	0.000000
semimcfraeke	28	0.003958	0.000000
semimcfraeke	29	0.003519	0.000000
semimcfraeke	30	0.003533	0.000000
semimcfraeke	31	0.003571	0.000000
semimcfraeke	32	0.003856	0.000000
semimcfraeke	33	0.003550	0.000000
semimcfraeke	34	0.004005	0.000000
semimcfraeke	35	0.004010	0.000000
semimcfraeke	36	0.003879	0.000000
semimcfraeke	37	0.003872	0.000000
semimcfraeke	38	0.004165	0.000000
semimcfraeke	39	0.003884	0.000000
semimcfraeke	40	0.004225	0.000000
semimcfraeke	41	0.004254	0.000000
semimcfraeke	42	0.004156	0.000000
semimcfraeke	43	0.004277	0.000000
semimcfraeke	44	0.004603	0.000000
semimcfraeke	45	0.004556	0.000000
semimcfraeke	46	0.004822	0.000000
semimcfraeke	47	0.004551	0.000000
semimcfraeke	48	0.004241	0.000000
semimcfraeke	49	0.004595	0.000000
semimcfraeke	50	0.004978	0.000000
semimcfraeke	51	0.005040	0.000000
semimcfraeke	52	0.005231	0.000000
semimcfraeke	53	0.004960	0.000000
semimcfraeke	54	0.004774	0.000000
semimcfraeke	55	0.005090	0.000000
semimcfraeke	56	0.005685	0.000000
semimcfraeke	57	0.005333	0.000000
semimcfraeke	58	0.005378	0.000000
semimcfraeke	59	0.005310	0.000000
semimcfraeke	60	0.005543	0.000000
semimcfraeke	61	0.005542	0.000000
semimcfraeke	62	0.005671	0.000000
semimcfraeke	63	0.005249	0.000000
semimcfraeke	64	0.005497	0.000000
semimcfraeke	65	0.005229	0.000000
semimcfraeke	66	0.005556	0.000000
semimcfraeke	67	0.005763	0.000000
semimcfraeke	68	0.005516	0.000000
semimcfraeke	69	0.005448	0.000000
semimcfraeke	70	0.005611	0.000000
semimcfraeke	71	0.005976	0.000000
semimcfraeke	72	0.005698	0.000000
semimcfraeke	73	0.005920	0.000000
semimcfraeke	74	0.005706	0.000000
semimcfraeke	75	0.005403	0.000000
semimcfraeke	76	0.005697	0.000000
semimcfraeke	77	0.005958	0.000000
semimcfraeke	78	0.005083	0.000000
semimcfraeke	79	0.005360	0.000000
semimcfraeke	80	0.005545	0.000000
semimcfraeke	81	0.005809	0.000000
semimcfraeke	82	0.006003	0.000000
semimcfraeke	83	0.005749	0.000000
semimcfraeke	84	0.005328	0.000000
semimcfraeke	85	0.005721	0.000000
semimcfraeke	86	0.006206	0.000000
semimcfraeke	87	0.005736	0.000000
semimcfraeke	88	0.006193	0.000000
semimcfraeke	89	0.005969	0.000000
semimcfraeke	90	0.005886	0.000000
semimcfraeke	91	0.006096	0.000000
semimcfraeke	92	0.005508	0.000000
semimcfraeke	93	0.005638	0.000000
semimcfraeke	94	0.005820	0.000000
semimcfraeke	95	0.005521	0.000000
semimcfraeke	96	0.005496	0.000000
semimcfraeke	97	0.005923	0.000000
semimcfraeke	98	0.005784	0.000000
semimcfraeke	99	0.006027	0.000000
semimcfvlb	0	0.003152	0.000000
semimcfvlb	1	0.003206	0.000000
semimcfvlb	2	0.003568	0.000000
semimcfvlb	3	0.003270	0.000000
semimcfvlb	4	0.003798	0.000000
semimcfvlb	5	0.003618	0.000000
semimcfvlb	6	0.003116	0.000000
semimcfvlb	7	0.003141	0.000000
semimcfvlb	8	0.003487	0.000000
semimcfvlb	9	0.003477	0.000000
semimcfvlb	10	0.003565	0.000000
semimcfvlb	11	0.003367	0.000000
semimcfvlb	12	0.003034	0.000000
semimcfvlb	13	0.003309	0.000000
semimcfvlb	14	0.003307	0.000000
semimcfvlb	15	0.003343	0.000000
semimcfvlb	16	0.003805	0.000000
semimcfvlb	17	0.003335	0.000000
semimcfvlb	18	0.003190	0.000000
semimcfvlb	19	0.003218	0.000000
semimcfvlb	20	0.003525	0.000000
semimcfvlb	21	0.003501	0.000000
semimcfvlb	22	0.003614	0.000000
semimcfvlb	23	0.003376	0.000000
semimcfvlb	24	0.003348	0.000000
semimcfvlb	25	0.003441	0.000000
semimcfvlb	26	0.003192	0.000000
semimcfvlb	27	0.003278	0.000000
semimcfvlb	28	0.003463	0.000000
semimcfvlb	29	0.003449	0.000000
semimcfvlb	30	0.003168	0.000000
semimcfvlb	31	0.003273	0.000000
semimcfvlb	32	0.003543	0.000000
semimcfvlb	33	0.003153	0.000000
semimcfvlb	34	0.003756	0.000000
semimcfvlb	35	0.003674	0.000000
semimcfvlb	36	0.003491	0.000000
semimcfvlb	37	0.003542	0.000000
semimcfvlb	38	0.003809	0.000000
semimcfvlb	39	0.003681	0.000000
semimcfvlb	40	0.004152	0.000000
semimcfvlb	41	0.003991	0.000000
semimcfvlb	42	0.003644	0.000000
semimcfvlb	43	0.003905	0.000000
semimcfvlb	44	0.004171	0.000000
semimcfvlb	45	0.004178	0.000000
semimcfvlb	46	0.004585	0.000000
semimcfvlb	47	0.004219	0.000000
semimcfvlb	48	0.003977	0.000000
semimcfvlb	49	0.004319	0.000000
semimcfvlb	50	0.004520	0.000000
semimcfvlb	51	0.004714	0.000000
semimcfvlb	52	0.004858	0.000000
semimcfvlb	53	0.004678	0.000000
semimcfvlb	54	0.004245	0.000000
semimcfvlb	55	0.004713	0.000000
semimcfvlb	56	0.005074	0.000000
semimcfvlb	57	0.004922	0.000000
semimcfvlb	58	0.005227	0.000000
semimcfvlb	59	0.005051	0.000000
semimcfvlb	60	0.004846	0.000000
semimcfvlb	61	0.005066	0.000000
semimcfvlb	62	0.005159	0.000000
semimcfvlb	63	0.004791	0.000000
semimcfvlb	64	0.005051	0.000000
semimcfvlb	65	0.004997	0.000000
semimcfvlb	66	0.004912	0.000000
semimcfvlb	67	0.005015	0.000000
semimcfvlb	68	0.005144	0.000000
semimcfvlb	69	0.004993	0.000000
semimcfvlb	70	0.005244	0.000000
semimcfvlb	71	0.005458	0.000000
semimcfvlb	72	0.005221	0.000000
semimcfvlb	73	0.005306	0.000000
semimcfvlb	74	0.004984	0.000000
semimcfvlb	75	0.004732	0.000000
semimcfvlb	76	0.004986	0.000000
semimcfvlb	77	0.005065	0.000000
semimcfvlb	78	0.004623	0.000000
semimcfvlb	79	0.004960	0.000000
semimcfvlb	80	0.005047	0.000000
semimcfvlb	81	0.005388	0.000000
semimcfvlb	82	0.005532	0.000000
semimcfvlb	83	0.005263	0.000000
semimcfvlb	84	0.004569	0.000000
semimcfvlb	85	0.005301	0.000000
semimcfvlb	86	0.005611	0.000000
semimcfvlb	87	0.005126	0.000000
semimcfvlb	88	0.005769	0.000000
semimcfvlb	89	0.005244	0.000000
semimcfvlb	90	0.004934	0.000000
semimcfvlb	91	0.005644	0.000000
semimcfvlb	92	0.005125	0.000000
semimcfvlb	93	0.004930	0.000000
semimcfvlb	94	0.005101	0.000000
semimcfvlb	95	0.005088	0.000000
semimcfvlb	96	0.004948	0.000000
semimcfvlb	97	0.005335	0.000000
semimcfvlb	98	0.005154	0.000000
semimcfvlb	99	0.005407	0.000000
spf	0	0.002964	0.000000
spf	1	0.002969	0.000000
spf	2	0.003181	0.000000
spf	3	0.002976	0.000000
spf	4	0.003331	0.000000
spf	5	0.003245	0.000000
spf	6	0.002794	0.000000
spf	7	0.002760	0.000000
spf	8	0.003064	0.000000
spf	9	0.003126	0.000000
spf	10	0.003280	0.000000
spf	11	0.002997	0.000000
spf	12	0.002826	0.000000
spf	13	0.002918	0.000000
spf	14	0.002941	0.000000
spf	15	0.002992	0.000000
spf	16	0.003151	0.000000
spf	17	0.002928	0.000000
spf	18	0.002830	0.000000
spf	19	0.002908	0.000000
spf	20	0.003164	0.000000
spf	21	0.003104	0.000000
spf	22	0.003254	0.000000
spf	23	0.003130	0.000000
spf	24	0.003099	0.000000
spf	25	0.003191	0.000000
spf	26	0.003031	0.000000
spf	27	0.002912	0.000000
spf	28	0.003207	0.000000
spf	29	0.003018	0.000000
spf	30	0.002843	0.000000
spf	31	0.002918	0.000000
spf	32	0.003137	0.000000
spf	33	0.002880	0.000000
spf	34	0.003214	0.000000
spf	35	0.003236	0.000000
spf	36	0.003146	0.000000
spf	37	0.003150	0.000000
spf	38	0.003193	0.000000
spf	39	0.003171	0.000000
spf	40	0.003477	0.000000
spf	41	0.003421	0.000000
spf	42	0.003360	0.000000
spf	43	0.003458	0.000000
spf	44	0.003694	0.000000
spf	45	0.003666	0.000000
spf	46	0.003948	0.000000
spf	47	0.003711	0.000000
spf	48	0.003482	0.000000
spf	49	0.003584	0.000000
spf	50	0.003787	0.000000
spf	51	0.003957	0.000000
spf	52	0.004355	0.000000
spf	53	0.004132	0.000000
spf	54	0.003782	0.000000
spf	55	0.004000	0.000000
spf	56	0.004369	0.000000
spf	57	0.004494	0.000000
spf	58	0.004499	0.000000
spf	59	0.004446	0.000000
spf	60	0.004315	0.000000
spf	61	0.004284	0.000000
spf	62	0.004379	0.000000
spf	63	0.004331	0.000000
spf	64	0.004453	0.000000
spf	65	0.004368	0.000000
spf	66	0.004362	0.000000
spf	67	0.004524	0.000000
spf	68	0.004465	0.000000
spf	69	0.004250	0.000000
spf	70	0.004508	0.000000
spf	71	0.004642	0.000000
spf	72	0.004422	0.000000
spf	73	0.004625	0.000000
spf	74	0.004587	0.000000
spf	75	0.004343	0.000000
spf	76	0.004551	0.000000
spf	77	0.004626	0.000000
spf	78	0.004013	0.000000
spf	79	0.004183	0.000000
spf	80	0.004406	0.000000
spf	81	0.004530	0.000000
spf	82	0.004655	0.000000
spf	83	0.004472	0.000000
spf	84	0.004153	0.000000
spf	85	0.004420	0.000000
spf	86	0.004675	0.000000
spf	87	0.004539	0.000000
spf	88	0.004799	0.000000
spf	89	0.004604	0.000000
spf	90	0.004542	0.000000
spf	91	0.004700	0.000000
spf	92	0.004607	0.000000
spf	93	0.004434	0.000000
spf	94	0.004590	0.000000
spf	95	0.004641	0.000000
spf	96	0.004496	0.000000
spf	97	0.004686	0.000000
spf	98	0.004674	0.000000
spf	99	0.004905	0.000000
vlb	0	0.004570	0.000000
vlb	1	0.004617	0.000000
vlb	2	0.004998	0.000000
vlb	3	0.004661	0.000000
vlb	4	0.005123	0.000000
vlb	5	0.005049	0.000000
vlb	6	0.004340	0.000000
vlb	7	0.004246	0.000000
vlb	8	0.004746	0.000000
vlb	9	0.004723	0.000000
vlb	10	0.005047	0.000000
vlb	11	0.004643	0.000000
vlb	12	0.004362	0.000000
vlb	13	0.004514	0.000000
vlb	14	0.004544	0.000000
vlb	15	0.004605	0.000000
vlb	16	0.004874	0.000000
vlb	17	0.004539	0.000000
vlb	18	0.004383	0.000000
vlb	19	0.004550	0.000000
vlb	20	0.004899	0.000000
vlb	21	0.004766	0.000000
vlb	22	0.004939	0.000000
vlb	23	0.004769	0.000000
vlb	24	0.004721	0.000000
vlb	25	0.004830	0.000000
vlb	26	0.004588	0.000000
vlb	27	0.004484	0.000000
vlb	28	0.004919	0.000000
vlb	29	0.004707	0.000000
vlb	30	0.004464	0.000000
vlb	31	0.004548	0.000000
vlb	32	0.004953	0.000000
vlb	33	0.004499	0.000000
vlb	34	0.005021	0.000000
vlb	35	0.005045	0.000000
vlb	36	0.004898	0.000000
vlb	37	0.004930	0.000000
vlb	38	0.005048	0.000000
vlb	39	0.005037	0.000000
vlb	40	0.005450	0.000000
vlb	41	0.005297	0.000000
vlb	42	0.005282	0.000000
vlb	43	0.005422	0.000000
vlb	44	0.005789	0.000000
vlb	45	0.005807	0.000000
vlb	46	0.006207	0.000000
vlb	47	0.005823	0.000000
vlb	48	0.005458	0.000000
vlb	49	0.005624	0.000000
vlb	50	0.005931	0.000000
vlb	51	0.006188	0.000000
vlb	52	0.006811	0.000000
vlb	53	0.006447	0.000000
vlb	54	0.005891	0.000000
vlb	55	0.006224	0.000000
vlb	56	0.006796	0.000000
vlb	57	0.006868	0.000000
vlb	58	0.006973	0.000000
vlb	59	0.007007	0.000000
vlb	60	0.006789	0.000000
vlb	61	0.006789	0.000000
vlb	62	0.006922	0.000000
vlb	63	0.006861	0.000000
vlb	64	0.007005	0.000000
vlb	65	0.006828	0.000000
vlb	66	0.006785	0.000000
vlb	67	0.007044	0.000000
vlb	68	0.006892	0.000000
vlb	69	0.006705	0.000000
vlb	70	0.007047	0.000000
vlb	71	0.007263	0.000000
vlb	72	0.007026	0.000000
vlb	73	0.007224	0.000000
vlb	74	0.007165	0.000000
vlb	75	0.006837	0.000000
vlb	76	0.007196	0.000000
vlb	77	0.007306	0.000000
vlb	78	0.006363	0.000000
vlb	79	0.006643	0.000000
vlb	80	0.006956	0.000000
vlb	81	0.007166	0.000000
vlb	82	0.007364	0.000000
vlb	83	0.007048	0.000000
vlb	84	0.006547	0.000000
vlb	85	0.006960	0.000000
vlb	86	0.007264	0.000000
vlb	87	0.007065	0.000000
vlb	88	0.007601	0.000000
vlb	89	0.007328	0.000000
vlb	90	0.007197	0.000000
vlb	91	0.007454	0.000000
vlb	92	0.007175	0.000000
vlb	93	0.006898	0.000000
vlb	94	0.007132	0.000000
vlb	95	0.007126	0.000000
vlb	96	0.006901	0.000000
vlb	97	0.007285	0.000000
vlb	98	0.007276	0.000000
vlb	99	0.007602	0.000000

