# solver	iter	mean-congestion	stddev
semimcfecmp	17	0.001700	0.000000
semimcfecmp	18	0.001643	0.000000
semimcfecmp	19	0.001697	0.000000
semimcfecmp	20	0.001833	0.000000
semimcfecmp	21	0.001789	0.000000
semimcfecmp	22	0.001861	0.000000
semimcfecmp	23	0.001788	0.000000
semimcfecmp	24	0.001772	0.000000
semimcfecmp	25	0.001818	0.000000
semimcfecmp	26	0.001727	0.000000
semimcfecmp	27	0.001690	0.000000
semimcfecmp	28	0.001858	0.000000
semimcfecmp	29	0.001767	0.000000
semimcfecmp	30	0.001668	0.000000
semimcfecmp	31	0.001702	0.000000
semimcfecmp	32	0.001849	0.000000
semimcfecmp	33	0.001683	0.000000
semimcfecmp	34	0.001890	0.000000
semimcfecmp	35	0.001898	0.000000
semimcfecmp	36	0.001843	0.000000
semimcfecmp	37	0.001865	0.000000
semimcfecmp	38	0.001902	0.000000
semimcfecmp	39	0.001898	0.000000
semimcfecmp	40	0.002059	0.000000
semimcfecmp	41	0.002003	0.000000
semimcfecmp	42	0.001996	0.000000
semimcfecmp	43	0.002049	0.000000
semimcfecmp	44	0.002190	0.000000
semimcfecmp	45	0.002184	0.000000
semimcfecmp	46	0.002344	0.000000
semimcfecmp	47	0.002195	0.000000
semimcfecmp	48	0.002058	0.000000
semimcfecmp	49	0.002122	0.000000
semimcfecmp	50	0.002236	0.000000
semimcfecmp	51	0.002329	0.000000
semimcfecmp	52	0.002560	0.000000
semimcfecmp	53	0.002423	0.000000
semimcfecmp	54	0.002211	0.000000
semimcfecmp	55	0.002338	0.000000
semimcfecmp	56	0.002555	0.000000
semimcfecmp	57	0.002587	0.000000
semimcfecmp	58	0.002621	0.000000
semimcfecmp	59	0.002620	0.000000
semimcfecmp	60	0.002530	0.000000
semimcfecmp	61	0.002524	0.000000
semimcfecmp	62	0.002575	0.000000
semimcfecmp	63	0.002550	0.000000
semimcfecmp	64	0.002626	0.000000
semimcfecmp	65	0.002555	0.000000
semimcfecmp	66	0.002546	0.000000
semimcfecmp	67	0.002642	0.000000
semimcfecmp	68	0.002585	0.000000
semimcfecmp	69	0.002489	0.000000
semimcfecmp	70	0.002626	0.000000
semimcfecmp	71	0.002714	0.000000
semimcfecmp	72	0.002610	0.000000
semimcfecmp	73	0.002699	0.000000
semimcfecmp	74	0.002677	0.000000
semimcfecmp	75	0.002544	0.000000
semimcfecmp	76	0.002671	0.000000
semimcfecmp	77	0.002724	0.000000
semimcfecmp	78	0.002360	0.000000
semimcfecmp	79	0.002463	0.000000
semimcfecmp	80	0.002586	0.000000
semimcfecmp	81	0.002665	0.000000
semimcfecmp	82	0.002743	0.000000
semimcfecmp	83	0.002625	0.000000
semimcfecmp	84	0.002436	0.000000
semimcfecmp	85	0.002596	0.000000
semimcfecmp	86	0.002728	0.000000
semimcfecmp	87	0.002652	0.000000
semimcfecmp	88	0.002837	0.000000
semimcfecmp	89	0.002736	0.000000
semimcfecmp	90	0.002695	0.000000
semimcfecmp	91	0.002792	0.000000
semimcfecmp	92	0.002702	0.000000
semimcfecmp	93	0.002608	0.000000
semimcfecmp	94	0.002696	0.000000
semimcfecmp	95	0.002706	0.000000
semimcfecmp	96	0.002591	0.000000
semimcfecmp	97	0.002735	0.000000
semimcfecmp	98	0.002739	0.000000
semimcfecmp	99	0.002865	0.000000
semimcfmcf	0	0.001987	0.000000
semimcfmcf	1	0.002000	0.000000
semimcfmcf	2	0.002163	0.000000
semimcfmcf	3	0.002017	0.000000
semimcfmcf	4	0.002232	0.000000
semimcfmcf	5	0.002173	0.000000
semimcfmcf	6	0.001876	0.000000
semimcfmcf	7	0.001850	0.000000
semimcfmcf	8	0.002062	0.000000
semimcfmcf	9	0.002075	0.000000
semimcfmcf	10	0.002197	0.000000
semimcfmcf	11	0.002016	0.000000
semimcfmcf	12	0.001901	0.000000
semimcfmcf	13	0.001953	0.000000
semimcfmcf	14	0.001975	0.000000
semimcfmcf	15	0.002007	0.000000
semimcfmcf	16	0.002116	0.000000
semimcfmcf	17	0.001968	0.000000
semimcfmcf	18	0.001901	0.000000
semimcfmcf	19	0.001966	0.000000
semimcfmcf	20	0.002123	0.000000
semimcfmcf	21	0.002071	0.000000
semimcfmcf	22	0.002155	0.000000
semimcfmcf	23	0.002070	0.000000
semimcfmcf	24	0.002053	0.000000
semimcfmcf	25	0.002106	0.000000
semimcfmcf	26	0.002001	0.000000
semimcfmcf	27	0.001957	0.000000
semimcfmcf	28	0.002150	0.000000
semimcfmcf	29	0.002046	0.000000
semimcfmcf	30	0.001931	0.000000
semimcfmcf	31	0.001971	0.000000
semimcfmcf	32	0.002138	0.000000
semimcfmcf	33	0.001947	0.000000
semimcfmcf	34	0.002188	0.000000
semimcfmcf	35	0.002198	0.000000
semimcfmcf	36	0.002133	0.000000
semimcfmcf	37	0.002158	0.000000
semimcfmcf	38	0.002201	0.000000
semimcfmcf	39	0.002197	0.000000
semimcfmcf	40	0.002382	0.000000
semimcfmcf	41	0.002314	0.000000
semimcfmcf	42	0.002306	0.000000
semimcfmcf	43	0.002368	0.000000
semimcfmcf	44	0.002530	0.000000
semimcfmcf	45	0.002526	0.000000
semimcfmcf	46	0.002711	0.000000
semimcfmcf	47	0.002538	0.000000
semimcfmcf	48	0.002378	0.000000
semimcfmcf	49	0.002450	0.000000
semimcfmcf	50	0.002581	0.000000
semimcfmcf	51	0.002693	0.000000
semimcfmcf	52	0.002961	0.000000
semimcfmcf	53	0.002801	0.000000
semimcfmcf	54	0.002558	0.000000
semimcfmcf	55	0.002705	0.000000
semimcfmcf	56	0.002956	0.000000
semimcfmcf	57	0.002991	0.000000
semimcfmcf	58	0.003026	0.000000
semimcfmcf	59	0.003027	0.000000
semimcfmcf	60	0.002923	0.000000
semimcfmcf	61	0.002916	0.000000
semimcfmcf	62	0.002974	0.000000
semimcfmcf	63	0.002947	0.000000
semimcfmcf	64	0.003037	0.000000
semimcfmcf	65	0.002958	0.000000
semimcfmcf	66	0.002949	0.000000
semimcfmcf	67	0.003059	0.000000
semimcfmcf	68	0.002995	0.000000
semimcfmcf	69	0.002880	0.000000
semimcfmcf	70	0.003038	0.000000
semimcfmcf	71	0.003138	0.000000
semimcfmcf	72	0.003020	0.000000
semimcfmcf	73	0.003125	0.000000
semimcfmcf	74	0.003099	0.000000
semimcfmcf	75	0.002945	0.000000
semimcfmcf	76	0.003090	0.000000
semimcfmcf	77	0.003152	0.000000
semimcfmcf	78	0.002732	0.000000
semimcfmcf	79	0.002850	0.000000
semimcfmcf	80	0.002995	0.000000
semimcfmcf	81	0.003086	0.000000
semimcfmcf	82	0.003175	0.000000
semimcfmcf	83	0.003040	0.000000
semimcfmcf	84	0.002822	0.000000
semimcfmcf	85	0.003005	0.000000
semimcfmcf	86	0.003161	0.000000
semimcfmcf	87	0.003072	0.000000
semimcfmcf	88	0.003283	0.000000
semimcfmcf	89	0.003166	0.000000
semimcfmcf	90	0.003116	0.000000
semimcfmcf	91	0.003232	0.000000
semimcfmcf	92	0.003127	0.000000
semimcfmcf	93	0.003018	0.000000
semimcfmcf	94	0.003119	0.000000
semimcfmcf	95	0.003134	0.000000
semimcfmcf	96	0.003007	0.000000
semimcfmcf	97	0.003168	0.000000
semimcfmcf	98	0.003170	0.000000
semimcfmcf	99	0.003319	0.000000
semimcfraeke	0	0.002120	0.000000
semimcfraeke	1	0.002058	0.000000
semimcfraeke	2	0.002289	0.000000
semimcfraeke	3	0.002143	0.000000
semimcfraeke	4	0.002349	0.000000
semimcfraeke	5	0.002332	0.000000
semimcfraeke	6	0.002019	0.000000
semimcfraeke	7	0.001928	0.000000
semimcfraeke	8	0.002126	0.000000
semimcfraeke	9	0.002228	0.000000
semimcfraeke	10	0.002365	0.000000
semimcfraeke	11	0.002147	0.000000
semimcfraeke	12	0.002042	0.000000
semimcfraeke	13	0.002105	0.000000
semimcfraeke	14	0.002095	0.000000
semimcfraeke	15	0.002146	0.000000
semimcfraeke	16	0.002281	0.000000
semimcfraeke	17	0.002123	0.000000
semimcfraeke	18	0.002026	0.000000
semimcfraeke	19	0.002022	0.000000
semimcfraeke	20	0.002271	0.000000
semimcfraeke	21	0.002194	0.000000
semimcfraeke	22	0.002293	0.000000
semimcfraeke	23	0.002193	0.000000
semimcfraeke	24	0.002255	0.000000
semimcfraeke	25	0.002306	0.000000
semimcfraeke	26	0.002168	0.000000
semimcfraeke	27	0.002149	0.000000
semimcfraeke	28	0.002267	0.000000
semimcfraeke	29	0.002119	0.000000
semimcfraeke	30	0.002064	0.000000
semimcfraeke	31	0.002040	0.000000
semimcfraeke	32	0.002224	0.000000
semimcfraeke	33	0.002089	0.000000
semimcfraeke	34	0.002356	0.000000
semimcfraeke	35	0.002350	0.000000
semimcfraeke	36	0.002280	0.000000
semimcfraeke	37	0.002333	0.000000
semimcfraeke	38	0.002398	0.000000
semimcfraeke	39	0.002347	0.000000
semimcfraeke	40	0.002522	0.000000
semimcfraeke	41	0.002473	0.000000
semimcfraeke	42	0.002473	0.000000
semimcfraeke	43	0.002557	0.000000
semimcfraeke	44	0.002763	0.000000
semimcfraeke	45	0.002727	0.000000
semimcfraeke	46	0.002870	0.000000
semimcfraeke	47	0.002738	0.000000
semimcfraeke	48	0.002549	0.000000
semimcfraeke	49	0.002646	0.000000
semimcfraeke	50	0.002852	0.000000
semimcfraeke	51	0.002906	0.000000
semimcfraeke	52	0.003132	0.000000
semimcfraeke	53	0.002963	0.000000
semimcfraeke	54	0.002780	0.000000
semimcfraeke	55	0.002922	0.000000
semimcfraeke	56	0.003227	0.000000
semimcfraeke	57	0.003213	0.000000
semimcfraeke	58	0.003207	0.000000
semimcfraeke	59	0.003196	0.000000
semimcfraeke	60	0.003148	0.000000
semimcfraeke	61	0.003218	0.000000
semimcfraeke	62	0.003247	0.000000
semimcfraeke	63	0.003121	0.000000
semimcfraeke	64	0.003221	0.000000
semimcfraeke	65	0.003128	0.000000
semimcfraeke	66	0.003168	0.000000
semimcfraeke	67	0.003287	0.000000
semimcfraeke	68	0.003206	0.000000
semimcfraeke	69	0.003089	0.000000
semimcfraeke	70	0.003256	0.000000
semimcfraeke	71	0.003368	0.000000
semimcfraeke	72	0.003266	0.000000
semimcfraeke	73	0.003367	0.000000
semimcfraeke	74	0.003325	0.000000
semimcfraeke	75	0.003160	0.000000
semimcfraeke	76	0.003357	0.000000
semimcfraeke	77	0.003473	0.000000
semimcfraeke	78	0.002927	0.000000
semimcfraeke	79	0.003089	0.000000
semimcfraeke	80	0.003211	0.000000
semimcfraeke	81	0.003351	0.000000
semimcfraeke	82	0.003410	0.000000
semimcfraeke	83	0.003272	0.000000
semimcfraeke	84	0.003027	0.000000
semimcfraeke	85	0.003260	0.000000
semimcfraeke	86	0.003487	0.000000
semimcfraeke	87	0.003299	0.000000
semimcfraeke	88	0.003538	0.000000
semimcfraeke	89	0.003409	0.000000
semimcfraeke	90	0.003405	0.000000
semimcfraeke	91	0.003483	0.000000
semimcfraeke	92	0.003355	0.000000
semimcfraeke	93	0.003285	0.000000
semimcfraeke	94	0.003395	0.000000
semimcfraeke	95	0.003358	0.000000
semimcfraeke	96	0.003221	0.000000
semimcfraeke	97	0.003397	0.000000
semimcfraeke	98	0.003402	0.000000
semimcfraeke	99	0.003561	0.000000
semimcfvlb	0	0.002015	0.000000
semimcfvlb	1	0.001982	0.000000
semimcfvlb	2	0.002193	0.000000
semimcfvlb	3	0.002032	0.000000
semimcfvlb	4	0.002239	0.000000
semimcfvlb	5	0.002177	0.000000
semimcfvlb	6	0.001903	0.000000
semimcfvlb	7	0.001842	0.000000
semimcfvlb	8	0.002053	0.000000
semimcfvlb	9	0.002145	0.000000
semimcfvlb	10	0.002289	0.000000
semimcfvlb	11	0.002085	0.000000
semimcfvlb	12	0.001939	0.000000
semimcfvlb	13	0.001984	0.000000
semimcfvlb	14	0.002007	0.000000
semimcfvlb	15	0.002039	0.000000
semimcfvlb	16	0.002250	0.000000
semimcfvlb	17	0.002021	0.000000
semimcfvlb	18	0.001950	0.000000
semimcfvlb	19	0.001939	0.000000
semimcfvlb	20	0.002157	0.000000
semimcfvlb	21	0.002142	0.000000
semimcfvlb	22	0.002216	0.000000
semimcfvlb	23	0.002088	0.000000
semimcfvlb	24	0.002074	0.000000
semimcfvlb	25	0.002141	0.000000
semimcfvlb	26	0.002043	0.000000
semimcfvlb	27	0.001972	0.000000
semimcfvlb	28	0.002170	0.000000
semimcfvlb	29	0.002085	0.000000
semimcfvlb	30	0.001973	0.000000
semimcfvlb	31	0.001994	0.000000
semimcfvlb	32	0.002124	0.000000
semimcfvlb	33	0.001998	0.000000
semimcfvlb	34	0.002220	0.000000
semimcfvlb	35	0.002271	0.000000
semimcfvlb	36	0.002200	0.000000
semimcfvlb	37	0.002234	0.000000
semimcfvlb	38	0.002260	0.000000
semimcfvlb	39	0.002257	0.000000
semimcfvlb	40	0.002430	0.000000
semimcfvlb	41	0.002403	0.000000
semimcfvlb	42	0.002324	0.000000
semimcfvlb	43	0.002452	0.000000
semimcfvlb	44	0.002635	0.000000
semimcfvlb	45	0.002616	0.000000
semimcfvlb	46	0.002823	0.000000
semimcfvlb	47	0.002627	0.000000
semimcfvlb	48	0.002434	0.000000
semimcfvlb	49	0.002499	0.000000
semimcfvlb	50	0.002661	0.000000
semimcfvlb	51	0.002725	0.000000
semimcfvlb	52	0.003076	0.000000
semimcfvlb	53	0.002910	0.000000
semimcfvlb	54	0.002641	0.000000
semimcfvlb	55	0.002757	0.000000
semimcfvlb	56	0.003058	0.000000
semimcfvlb	57	0.003064	0.000000
semimcfvlb	58	0.003099	0.000000
semimcfvlb	59	0.003135	0.000000
semimcfvlb	60	0.002986	0.000000
semimcfvlb	61	0.002971	0.000000
semimcfvlb	62	0.003049	0.000000
semimcfvlb	63	0.002991	0.000000
semimcfvlb	64	0.003149	0.000000
semimcfvlb	65	0.002987	0.000000
semimcfvlb	66	0.003012	0.000000
semimcfvlb	67	0.003144	0.000000
semimcfvlb	68	0.003039	0.000000
semimcfvlb	69	0.002920	0.000000
semimcfvlb	70	0.003087	0.000000
semimcfvlb	71	0.003184	0.000000
semimcfvlb	72	0.003086	0.000000
semimcfvlb	73	0.003164	0.000000
semimcfvlb	74	0.003209	0.000000
semimcfvlb	75	0.003058	0.000000
semimcfvlb	76	0.003171	0.000000
semimcfvlb	77	0.003239	0.000000
semimcfvlb	78	0.002725	0.000000
semimcfvlb	79	0.002870	0.000000
semimcfvlb	80	0.003047	0.000000
semimcfvlb	81	0.003117	0.000000
semimcfvlb	82	0.003211	0.000000
semimcfvlb	83	0.003071	0.000000
semimcfvlb	84	0.002896	0.000000
semimcfvlb	85	0.003048	0.000000
semimcfvlb	86	0.003220	0.000000
semimcfvlb	87	0.003138	0.000000
semimcfvlb	88	0.003342	0.000000
semimcfvlb	89	0.003241	0.000000
semimcfvlb	90	0.003224	0.000000
semimcfvlb	91	0.003295	0.000000
semimcfvlb	92	0.003200	0.000000
semimcfvlb	93	0.003089	0.000000
semimcfvlb	94	0.003194	0.000000
semimcfvlb	95	0.003208	0.000000
semimcfvlb	96	0.003133	0.000000
semimcfvlb	97	0.003152	0.000000
semimcfvlb	98	0.003235	0.000000
semimcfvlb	99	0.003393	0.000000
spf	0	0.001719	0.000000
spf	1	0.001729	0.000000
spf	2	0.001870	0.000000
spf	3	0.001743	0.000000
spf	4	0.001929	0.000000
spf	5	0.001876	0.000000
spf	6	0.001620	0.000000
spf	7	0.001599	0.000000
spf	8	0.001782	0.000000
spf	9	0.001796	0.000000
spf	10	0.001903	0.000000
spf	11	0.001745	0.000000
spf	12	0.001646	0.000000
spf	13	0.001689	0.000000
spf	14	0.001708	0.000000
spf	15	0.001734	0.000000
spf	16	0.001828	0.000000
spf	17	0.001700	0.000000
spf	18	0.001643	0.000000
spf	19	0.001697	0.000000
spf	20	0.001833	0.000000
spf	21	0.001789	0.000000
spf	22	0.001861	0.000000
spf	23	0.001788	0.000000
spf	24	0.001772	0.000000
spf	25	0.001818	0.000000
spf	26	0.001727	0.000000
spf	27	0.001690	0.000000
spf	28	0.001858	0.000000
spf	29	0.001767	0.000000
spf	30	0.001668	0.000000
spf	31	0.001702	0.000000
spf	32	0.001849	0.000000
spf	33	0.001683	0.000000
spf	34	0.001890	0.000000
spf	35	0.001898	0.000000
spf	36	0.001843	0.000000
spf	37	0.001865	0.000000
spf	38	0.001902	0.000000
spf	39	0.001898	0.000000
spf	40	0.002059	0.000000
spf	41	0.002003	0.000000
spf	42	0.001996	0.000000
spf	43	0.002049	0.000000
spf	44	0.002190	0.000000
spf	45	0.002184	0.000000
spf	46	0.002344	0.000000
spf	47	0.002195	0.000000
spf	48	0.002058	0.000000
spf	49	0.002122	0.000000
spf	50	0.002236	0.000000
spf	51	0.002329	0.000000
spf	52	0.002560	0.000000
spf	53	0.002423	0.000000
spf	54	0.002211	0.000000
spf	55	0.002338	0.000000
spf	56	0.002555	0.000000
spf	57	0.002587	0.000000
spf	58	0.002621	0.000000
spf	59	0.002620	0.000000
spf	60	0.002530	0.000000
spf	61	0.002524	0.000000
spf	62	0.002575	0.000000
spf	63	0.002550	0.000000
spf	64	0.002626	0.000000
spf	65	0.002555	0.000000
spf	66	0.002546	0.000000
spf	67	0.002642	0.000000
spf	68	0.002585	0.000000
spf	69	0.002489	0.000000
spf	70	0.002626	0.000000
spf	71	0.002714	0.000000
spf	72	0.002610	0.000000
spf	73	0.002699	0.000000
spf	74	0.002677	0.000000
spf	75	0.002544	0.000000
spf	76	0.002671	0.000000
spf	77	0.002724	0.000000
spf	78	0.002360	0.000000
spf	79	0.002463	0.000000
spf	80	0.002586	0.000000
spf	81	0.002665	0.000000
spf	82	0.002743	0.000000
spf	83	0.002625	0.000000
spf	84	0.002436	0.000000
spf	85	0.002596	0.000000
spf	86	0.002728	0.000000
spf	87	0.002652	0.000000
spf	88	0.002837	0.000000
spf	89	0.002736	0.000000
spf	90	0.002695	0.000000
spf	91	0.002792	0.000000
spf	92	0.002702	0.000000
spf	93	0.002608	0.000000
spf	94	0.002696	0.000000
spf	95	0.002706	0.000000
spf	96	0.002591	0.000000
spf	97	0.002735	0.000000
spf	98	0.002739	0.000000
spf	99	0.002865	0.000000
vlb	0	0.002501	0.000000
vlb	1	0.002518	0.000000
vlb	2	0.002722	0.000000
vlb	3	0.002537	0.000000
vlb	4	0.002808	0.000000
vlb	5	0.002734	0.000000
vlb	6	0.002361	0.000000
vlb	7	0.002328	0.000000
vlb	8	0.002595	0.000000
vlb	9	0.002614	0.000000
vlb	10	0.002767	0.000000
vlb	11	0.002539	0.000000
vlb	12	0.002392	0.000000
vlb	13	0.002459	0.000000
vlb	14	0.002490	0.000000
vlb	15	0.002527	0.000000
vlb	16	0.002662	0.000000
vlb	17	0.002475	0.000000
vlb	18	0.002391	0.000000
vlb	19	0.002472	0.000000
vlb	20	0.002670	0.000000
vlb	21	0.002605	0.000000
vlb	22	0.002711	0.000000
vlb	23	0.002604	0.000000
vlb	24	0.002581	0.000000
vlb	25	0.002650	0.000000
vlb	26	0.002517	0.000000
vlb	27	0.002461	0.000000
vlb	28	0.002704	0.000000
vlb	29	0.002571	0.000000
vlb	30	0.002429	0.000000
vlb	31	0.002479	0.000000
vlb	32	0.002689	0.000000
vlb	33	0.002448	0.000000
vlb	34	0.002747	0.000000
vlb	35	0.002759	0.000000
vlb	36	0.002679	0.000000
vlb	37	0.002712	0.000000
vlb	38	0.002766	0.000000
vlb	39	0.002762	0.000000
vlb	40	0.002994	0.000000
vlb	41	0.002916	0.000000
vlb	42	0.002905	0.000000
vlb	43	0.002983	0.000000
vlb	44	0.003187	0.000000
vlb	45	0.003179	0.000000
vlb	46	0.003412	0.000000
vlb	47	0.003194	0.000000
vlb	48	0.002996	0.000000
vlb	49	0.003090	0.000000
vlb	50	0.003252	0.000000
vlb	51	0.003390	0.000000
vlb	52	0.003726	0.000000
vlb	53	0.003527	0.000000
vlb	54	0.003218	0.000000
vlb	55	0.003403	0.000000
vlb	56	0.003719	0.000000
vlb	57	0.003767	0.000000
vlb	58	0.003815	0.000000
vlb	59	0.003811	0.000000
vlb	60	0.003682	0.000000
vlb	61	0.003673	0.000000
vlb	62	0.003746	0.000000
vlb	63	0.003710	0.000000
vlb	64	0.003824	0.000000
vlb	65	0.003726	0.000000
vlb	66	0.003712	0.000000
vlb	67	0.003851	0.000000
vlb	68	0.003768	0.000000
vlb	69	0.003621	0.000000
vlb	70	0.003820	0.000000
vlb	71	0.003946	0.000000
vlb	72	0.003795	0.000000
vlb	73	0.003926	0.000000
vlb	74	0.003894	0.000000
vlb	75	0.003702	0.000000
vlb	76	0.003887	0.000000
vlb	77	0.003964	0.000000
vlb	78	0.003436	0.000000
vlb	79	0.003585	0.000000
vlb	80	0.003765	0.000000
vlb	81	0.003880	0.000000
vlb	82	0.003989	0.000000
vlb	83	0.003820	0.000000
vlb	84	0.003545	0.000000
vlb	85	0.003779	0.000000
vlb	86	0.003975	0.000000
vlb	87	0.003863	0.000000
vlb	88	0.004127	0.000000
vlb	89	0.003979	0.000000
vlb	90	0.003918	0.000000
vlb	91	0.004058	0.000000
vlb	92	0.003929	0.000000
vlb	93	0.003791	0.000000
vlb	94	0.003917	0.000000
vlb	95	0.003933	0.000000
vlb	96	0.003775	0.000000
vlb	97	0.003982	0.000000
vlb	98	0.003985	0.000000
vlb	99	0.004168	0.000000

