# solver	iter	max-congestion	stddev
ecmp	0	1.000000	0.000000
ecmp	1	1.000000	0.000000
ecmp	2	0.923000	0.000000
ecmp	3	1.000000	0.000000
ecmp	4	0.923000	0.000000
ecmp	5	1.000000	0.000000
ecmp	6	0.923000	0.000000
ecmp	7	0.923000	0.000000
ecmp	8	0.923000	0.000000
ecmp	9	0.923000	0.000000
ksp	0	1.000000	0.000000
ksp	1	1.000000	0.000000
ksp	2	1.000000	0.000000
ksp	3	0.995273	0.000000
ksp	4	1.000000	0.000000
ksp	5	0.995273	0.000000
ksp	6	1.000000	0.000000
ksp	7	1.000000	0.000000
ksp	8	0.995273	0.000000
ksp	9	1.000000	0.000000
mcf	0	0.400000	0.000000
mcf	1	0.400000	0.000000
mcf	2	0.441000	0.000000
mcf	3	0.480000	0.000000
mcf	4	0.566000	0.000000
mcf	5	0.480000	0.000000
mcf	6	0.459000	0.000000
mcf	7	0.576000	0.000000
mcf	8	0.505000	0.000000
mcf	9	0.512000	0.000000
mwmcf	0	1.000000	0.000000
mwmcf	1	1.000000	0.000000
mwmcf	2	0.924000	0.000000
mwmcf	3	1.000000	0.000000
mwmcf	4	0.924000	0.000000
mwmcf	5	0.924000	0.000000
mwmcf	6	0.924000	0.000000
mwmcf	7	1.000000	0.000000
mwmcf	8	0.924000	0.000000
mwmcf	9	0.924000	0.000000
raeke	0	0.854665	0.000000
raeke	1	0.854665	0.000000
raeke	2	0.531283	0.000000
raeke	3	0.816525	0.000000
raeke	4	0.859599	0.000000
raeke	5	0.556915	0.000000
raeke	6	0.540070	0.000000
raeke	7	0.823403	0.000000
raeke	8	0.867748	0.000000
raeke	9	0.879939	0.000000
semimcfecmp	0	1.000000	0.000000
semimcfecmp	1	1.000000	0.000000
semimcfecmp	2	1.000000	0.000000
semimcfecmp	3	1.000000	0.000000
semimcfecmp	4	1.000000	0.000000
semimcfecmp	5	1.000000	0.000000
semimcfecmp	6	0.872000	0.000000
semimcfecmp	7	1.000000	0.000000
semimcfecmp	8	0.872000	0.000000
semimcfecmp	9	0.876000	0.000000
semimcfksp	0	0.600000	0.000000
semimcfksp	1	0.600000	0.000000
semimcfksp	2	0.866000	0.000000
semimcfksp	3	0.820000	0.000000
semimcfksp	4	0.804000	0.000000
semimcfksp	5	0.819500	0.000000
semimcfksp	6	0.804000	0.000000
semimcfksp	7	0.795000	0.000000
semimcfksp	8	0.762000	0.000000
semimcfksp	9	0.824000	0.000000
semimcfmcf	0	0.400000	0.000000
semimcfmcf	1	0.400000	0.000000
semimcfmcf	2	0.441000	0.000000
semimcfmcf	3	0.480000	0.000000
semimcfmcf	4	0.409000	0.000000
semimcfmcf	5	0.412000	0.000000
semimcfmcf	6	0.457000	0.000000
semimcfmcf	7	0.566000	0.000000
semimcfmcf	8	0.480000	0.000000
semimcfmcf	9	0.441000	0.000000
semimcfraeke	0	0.404704	0.000000
semimcfraeke	1	0.404704	0.000000
semimcfraeke	2	0.441000	0.000000
semimcfraeke	3	0.504130	0.000000
semimcfraeke	4	0.494407	0.000000
semimcfraeke	5	0.503255	0.000000
semimcfraeke	6	0.450000	0.000000
semimcfraeke	7	0.489863	0.000000
semimcfraeke	8	0.444700	0.000000
semimcfraeke	9	0.446605	0.000000
semimcfvlb	0	0.400000	0.000000
semimcfvlb	1	0.400000	0.000000
semimcfvlb	2	0.460000	0.000000
semimcfvlb	3	0.482250	0.000000
semimcfvlb	4	0.567000	0.000000
semimcfvlb	5	0.493667	0.000000
semimcfvlb	6	0.459317	0.000000
semimcfvlb	7	0.550400	0.000000
semimcfvlb	8	0.576200	0.000000
semimcfvlb	9	0.486667	0.000000
spf	0	1.000000	0.000000
spf	1	1.000000	0.000000
spf	2	1.000000	0.000000
spf	3	1.000000	0.000000
spf	4	0.732000	0.000000
spf	5	1.000000	0.000000
spf	6	1.000000	0.000000
spf	7	0.732000	0.000000
spf	8	0.732000	0.000000
spf	9	0.732000	0.000000
vlb	0	1.000000	0.000000
vlb	1	1.000000	0.000000
vlb	2	1.000000	0.000000
vlb	3	0.825450	0.000000
vlb	4	1.000000	0.000000
vlb	5	1.000000	0.000000
vlb	6	0.901437	0.000000
vlb	7	0.779725	0.000000
vlb	8	0.762097	0.000000
vlb	9	1.000000	0.000000

