# solver	iter	num_paths	stddev
akecmp	0	904.000000	0.000000
akecmp	1	904.000000	0.000000
akmcf	0	480.000000	0.000000
akmcf	1	480.000000	0.000000
akraeke	0	137122.000000	0.000000
akraeke	1	137122.000000	0.000000
akvlb	0	6736.000000	0.000000
akvlb	1	6736.000000	0.000000
ecmp	0	904.000000	0.000000
ecmp	1	904.000000	0.000000
mcf	0	480.000000	0.000000
mcf	1	480.000000	0.000000
mwmcf	0	586.000000	0.000000
mwmcf	1	586.000000	0.000000
raeke	0	134736.000000	0.000000
raeke	1	134736.000000	0.000000
semimcfecmp	0	884.000000	0.000000
semimcfecmp	1	884.000000	0.000000
semimcfmcf	0	480.000000	0.000000
semimcfmcf	1	480.000000	0.000000
semimcfraeke	0	140294.000000	0.000000
semimcfraeke	1	140294.000000	0.000000
semimcfvlb	0	6336.000000	0.000000
semimcfvlb	1	6336.000000	0.000000
spf	0	400.000000	0.000000
spf	1	400.000000	0.000000
vlb	0	6736.000000	0.000000
vlb	1	6736.000000	0.000000

